index	wordform1	wordform2	wordform1_orth	wordform2_orth	stem	output
30984	p l a t	p l a t ɪ d	plait	plaited	⋊ p l a t ⋉	⋊ p l a t ɪ d ⋉
31001	p r uː n	p r uː n d	prune	pruned	⋊ p ɹ u n ⋉	⋊ p ɹ u n d ⋉
31018	d ɪ s ɛ m b r ɔɪ lˠ	d ɪ s ɛ m b r ɔɪ lˠ d	disembroil	disembroiled	⋊ d ɪ s ɛ m b ɹ ɔ ɪ l ⋉	⋊ d ɪ s ɛ m b ɹ ɔ ɪ l d ⋉
31022	əʊ v ə k a p ɪ t l̩ˠ aɪ z	əʊ v ə k a p ɪ t l̩ˠ aɪ z d	overcapitalize	overcapitalized	⋊ o v ə k a p ɪ t l a ɪ z ⋉	⋊ o v ə k a p ɪ t l a ɪ z d ⋉
31037	p r ɔ f ə	p r ɔ f ə d	proffer	proffered	⋊ p ɹ ɔ f ə ⋉	⋊ p ɹ ɔ f ə d ⋉
31043	t ɔ p l̩ˠ	t ɔ p l̩ˠ d	topple	toppled	⋊ t ɔ p l ⋉	⋊ t ɔ p l d ⋉
31048	k ə p ɪ t l̩ˠ aɪ z	k ə p ɪ t l̩ˠ aɪ z d	capitalize	capitalized	⋊ k ə p ɪ t l a ɪ z ⋉	⋊ k ə p ɪ t l a ɪ z d ⋉
31071	m a g n ɪ f aɪ	m a g n ɪ f aɪ d	magnify	magnified	⋊ m a g n ɪ f a ɪ ⋉	⋊ m a g n ɪ f a ɪ d ⋉
31093	m ɪ s t aɪ m	m ɪ s t aɪ m d	mistime	mistimed	⋊ m ɪ s t a ɪ m ⋉	⋊ m ɪ s t a ɪ m d ⋉
31105	ɛ n k a m p	ɛ n k a m p t	encamp	encamped	⋊ ɛ n k a m p ⋉	⋊ ɛ n k a m p t ⋉
31133	s t ɪ lˠ	s t ɪ lˠ d	still	stilled	⋊ s t ɪ l ⋉	⋊ s t ɪ l d ⋉
31177	m ɪ s b ə h eɪ v	m ɪ s b ə h eɪ v d	misbehave	misbehaved	⋊ m ɪ s b ə h e v ⋉	⋊ m ɪ s b ə h e v d ⋉
31185	ɪ n v ɛ n t	ɪ n v ɛ n t ɪ d	invent	invented	⋊ ɪ n v ɛ n t ⋉	⋊ ɪ n v ɛ n t ɪ d ⋉
31202	f r uː t	f r uː t ɪ d	fruit	fruited	⋊ f ɹ u t ⋉	⋊ f ɹ u t ɪ d ⋉
31217	r aʊ t	r aʊ t ɪ d	rout	routed	⋊ ɹ a ʊ t ⋉	⋊ ɹ a ʊ t ɪ d ⋉
31227	k ə n t ɛ m	k ə n t ɛ m d	contemn	contemned	⋊ k ə n t ɛ m ⋉	⋊ k ə n t ɛ m d ⋉
31231	d ɪ z aɪ ə	d ɪ z aɪ ə d	desire	desired	⋊ d ɪ z a ɪ ə ⋉	⋊ d ɪ z a ɪ ə d ⋉
31235	ɛ k s t ɛ n j ʊ eɪ t	ɛ k s t ɛ n j ʊ eɪ t ɪ d	extenuate	extenuated	⋊ ɛ k s t ɛ n j ʊ e t ⋉	⋊ ɛ k s t ɛ n j ʊ e t ɪ d ⋉
31236	l aɪ k	l aɪ k t	like	liked	⋊ l a ɪ k ⋉	⋊ l a ɪ k t ⋉
31241	ɛ g z ɔː t	ɛ g z ɔː t ɪ d	exhort	exhorted	⋊ ɛ g z ɔ t ⋉	⋊ ɛ g z ɔ t ɪ d ⋉
31249	m ɛ lˠ t	m ɛ lˠ t ɪ d	melt	melted	⋊ m ɛ l t ⋉	⋊ m ɛ l t ɪ d ⋉
31272	s j uː p r ɪ m p əʊ z	s j uː p r ɪ m p əʊ z d	superimpose	superimposed	⋊ s j u p ɹ ɪ m p o z ⋉	⋊ s j u p ɹ ɪ m p o z d ⋉
31278	s aɪ f ə	s aɪ f ə d	cipher	ciphered	⋊ s a ɪ f ə ⋉	⋊ s a ɪ f ə d ⋉
31300	n ɛ s t	n ɛ s t ɪ d	nest	nested	⋊ n ɛ s t ⋉	⋊ n ɛ s t ɪ d ⋉
31303	r ʌ n	r a n	run	ran	⋊ ɹ ʌ n ⋉	⋊ ɹ a n ⋉
31312	r iː t ʌ t ʃ	r iː t ʌ t ʃ t	retouch	retouched	⋊ ɹ i t ʌ t ʃ ⋉	⋊ ɹ i t ʌ t ʃ t ⋉
31316	aʊ t ʃ aɪ n	aʊ t ʃ ɔ n	outshine	outshone	⋊ a ʊ t ʃ a ɪ n ⋉	⋊ a ʊ t ʃ ɔ n ⋉
31317	s t eɪ t	s t eɪ t ɪ d	state	stated	⋊ s t e t ⋉	⋊ s t e t ɪ d ⋉
31318	ɛ n k əʊ d	ɛ n k əʊ d ɪ d	encode	encoded	⋊ ɛ n k o d ⋉	⋊ ɛ n k o d ɪ d ⋉
31324	k ɔ p ɪ	k ɔ p ɪ d	copy	copied	⋊ k ɔ p ɪ ⋉	⋊ k ɔ p ɪ d ⋉
31345	n a b	n a b d	nab	nabbed	⋊ n a b ⋉	⋊ n a b d ⋉
31346	h ɑː m ə n aɪ z	h ɑː m ə n aɪ z d	harmonize	harmonized	⋊ h ɑ m ə n a ɪ z ⋉	⋊ h ɑ m ə n a ɪ z d ⋉
31347	t ɔ t ə	t ɔ t ə d	totter	tottered	⋊ t ɔ t ə ⋉	⋊ t ɔ t ə d ⋉
31356	r ə m ɛ m b ə	r ə m ɛ m b ə d	remember	remembered	⋊ ɹ ə m ɛ m b ə ⋉	⋊ ɹ ə m ɛ m b ə d ⋉
31366	g r a v l̩ˠ	g r a v l̩ˠ d	gravel	gravelled	⋊ g ɹ a v l ⋉	⋊ g ɹ a v l d ⋉
31405	r ʌ b ɪ ʃ	r ʌ b ɪ ʃ t	rubbish	rubbished	⋊ ɹ ʌ b ɪ ʃ ⋉	⋊ ɹ ʌ b ɪ ʃ t ⋉
31420	əʊ v ə d r ɛ s	əʊ v ə d r ɛ s t	overdress	overdressed	⋊ o v ə d ɹ ɛ s ⋉	⋊ o v ə d ɹ ɛ s t ⋉
31433	ə k ɜː	ə k ɜː d	occur	occurred	⋊ ə k ə ⋉	⋊ ə k ə d ⋉
31435	s ɪ d j uː s	s ɪ d j uː s t	seduce	seduced	⋊ s ɪ d j u s ⋉	⋊ s ɪ d j u s t ⋉
31450	h iː d	h iː d ɪ d	heed	heeded	⋊ h i d ⋉	⋊ h i d ɪ d ⋉
31489	ɪ n d ɔ k t r ɪ n eɪ t	ɪ n d ɔ k t r ɪ n eɪ t ɪ d	indoctrinate	indoctrinated	⋊ ɪ n d ɔ k t ɹ ɪ n e t ⋉	⋊ ɪ n d ɔ k t ɹ ɪ n e t ɪ d ⋉
31498	k eɪ əʊ	k eɪ əʊ d	KO	KO'd	⋊ k e o ⋉	⋊ k e o d ⋉
31509	k ɔ d ɪ f aɪ	k ɔ d ɪ f aɪ d	codify	codified	⋊ k ɔ d ɪ f a ɪ ⋉	⋊ k ɔ d ɪ f a ɪ d ⋉
31511	əʊ v ə s t eɪ	əʊ v ə s t eɪ d	overstay	overstayed	⋊ o v ə s t e ⋉	⋊ o v ə s t e d ⋉
31513	d ɪ m	d ɪ m d	dim	dimmed	⋊ d ɪ m ⋉	⋊ d ɪ m d ⋉
31518	d ɪ p j uː t	d ɪ p j uː t ɪ d	depute	deputed	⋊ d ɪ p j u t ⋉	⋊ d ɪ p j u t ɪ d ⋉
31533	p a m p ə	p a m p ə d	pamper	pampered	⋊ p a m p ə ⋉	⋊ p a m p ə d ⋉
31540	v ɪ d ɪ əʊ t eɪ p	v ɪ d ɪ əʊ t eɪ p t	videotape	videotaped	⋊ v ɪ d ɪ o t e p ⋉	⋊ v ɪ d ɪ o t e p t ⋉
31560	k əʊ k	k əʊ k t	coke	coked	⋊ k o k ⋉	⋊ k o k t ⋉
31569	m ɪ s r ɪ p ɔː t	m ɪ s r ɪ p ɔː t ɪ d	misreport	misreported	⋊ m ɪ s ɹ ɪ p ɔ t ⋉	⋊ m ɪ s ɹ ɪ p ɔ t ɪ d ⋉
31590	ɛ m p l eɪ n	ɛ m p l eɪ n d	emplane	emplaned	⋊ ɛ m p l e n ⋉	⋊ ɛ m p l e n d ⋉
31605	aʊ t m ɑː t ʃ	aʊ t m ɑː t ʃ t	outmarch	outmarched	⋊ a ʊ t m ɑ t ʃ ⋉	⋊ a ʊ t m ɑ t ʃ t ⋉
31611	h ɔ l ə	h ɔ l ə d	holler	hollered	⋊ h ɔ l ə ⋉	⋊ h ɔ l ə d ⋉
31656	m ɔɪ s n̩	m ɔɪ s n̩ d	moisten	moistened	⋊ m ɔ ɪ s n ⋉	⋊ m ɔ ɪ s n d ⋉
31670	ɛ k s p aɪ ə	ɛ k s p aɪ ə d	expire	expired	⋊ ɛ k s p a ɪ ə ⋉	⋊ ɛ k s p a ɪ ə d ⋉
31681	p ɛ k j ə l eɪ t	p ɛ k j ə l eɪ t ɪ d	peculate	peculated	⋊ p ɛ k j ə l e t ⋉	⋊ p ɛ k j ə l e t ɪ d ⋉
31700	ʌ n d uː	ʌ n d ɪ d	undo	undid	⋊ ʌ n d u ⋉	⋊ ʌ n d ɪ d ⋉
31743	ɪ m p aʊ n d	ɪ m p aʊ n d ɪ d	impound	impounded	⋊ ɪ m p a ʊ n d ⋉	⋊ ɪ m p a ʊ n d ɪ d ⋉
31747	t a p d ɑː n s	t a p d ɑː n s t	tap-dance	tap-danced	⋊ t a p d ɑ n s ⋉	⋊ t a p d ɑ n s t ⋉
31750	ɔ b s ə l ɛ s	ɔ b s ə l ɛ s t	obsolesce	obsolesced	⋊ ɔ b s ə l ɛ s ⋉	⋊ ɔ b s ə l ɛ s t ⋉
31755	s p r ɪ n t	s p r ɪ n t ɪ d	sprint	sprinted	⋊ s p ɹ ɪ n t ⋉	⋊ s p ɹ ɪ n t ɪ d ⋉
31778	k a n s l̩ˠ	k a n s l̩ˠ d	cancel	cancelled	⋊ k a n s l ⋉	⋊ k a n s l d ⋉
31831	ɜː d ʒ	ɜː d ʒ d	urge	urged	⋊ ə d ʒ ⋉	⋊ ə d ʒ d ⋉
31862	s əʊ ʃ l̩ˠ aɪ z	s əʊ ʃ l̩ˠ aɪ z d	socialize	socialized	⋊ s o ʃ l a ɪ z ⋉	⋊ s o ʃ l a ɪ z d ⋉
31863	g a l ə p	g a l ə p t	gallop	galloped	⋊ g a l ə p ⋉	⋊ g a l ə p t ⋉
31882	n aɪ f	n aɪ f t	knife	knifed	⋊ n a ɪ f ⋉	⋊ n a ɪ f t ⋉
31895	d ɪ t r aɪ b l̩ˠ aɪ z	d ɪ t r aɪ b l̩ˠ aɪ z d	detribalize	detribalized	⋊ d ɪ t ɹ a ɪ b l a ɪ z ⋉	⋊ d ɪ t ɹ a ɪ b l a ɪ z d ⋉
31911	r ɛ l ɪ ʃ	r ɛ l ɪ ʃ t	relish	relished	⋊ ɹ ɛ l ɪ ʃ ⋉	⋊ ɹ ɛ l ɪ ʃ t ⋉
31934	ɛ n h a n s	ɛ n h a n s t	enhance	enhanced	⋊ ɛ n h a n s ⋉	⋊ ɛ n h a n s t ⋉
31957	r ə t eɪ t	r ə t eɪ t ɪ d	rotate	rotated	⋊ ɹ ə t e t ⋉	⋊ ɹ ə t e t ɪ d ⋉
31963	t r a k	t r a k t	track	tracked	⋊ t ɹ a k ⋉	⋊ t ɹ a k t ⋉
31974	s ɪ d eɪ t	s ɪ d eɪ t ɪ d	sedate	sedated	⋊ s ɪ d e t ⋉	⋊ s ɪ d e t ɪ d ⋉
32035	ɛ k s t r a k t	ɛ k s t r a k t ɪ d	extract	extracted	⋊ ɛ k s t ɹ a k t ⋉	⋊ ɛ k s t ɹ a k t ɪ d ⋉
32062	k ɔ n s t ɪ t j uː t	k ɔ n s t ɪ t j uː t ɪ d	constitute	constituted	⋊ k ɔ n s t ɪ t j u t ⋉	⋊ k ɔ n s t ɪ t j u t ɪ d ⋉
32096	h j ʊ m ɪ d ɪ f aɪ	h j ʊ m ɪ d ɪ f aɪ d	humidify	humidified	⋊ h j ʊ m ɪ d ɪ f a ɪ ⋉	⋊ h j ʊ m ɪ d ɪ f a ɪ d ⋉
32112	ɛ k s t r uː d	ɛ k s t r uː d ɪ d	extrude	extruded	⋊ ɛ k s t ɹ u d ⋉	⋊ ɛ k s t ɹ u d ɪ d ⋉
32150	f r iː z	f r əʊ z	freeze	froze	⋊ f ɹ i z ⋉	⋊ f ɹ o z ⋉
32152	p l eɪ t	p l eɪ t ɪ d	plate	plated	⋊ p l e t ⋉	⋊ p l e t ɪ d ⋉
32183	k ɑː b ə n aɪ z	k ɑː b ə n aɪ z d	carbonize	carbonized	⋊ k ɑ b ə n a ɪ z ⋉	⋊ k ɑ b ə n a ɪ z d ⋉
32216	a f ɪ k s	a f ɪ k s t	affix	affixed	⋊ a f ɪ k s ⋉	⋊ a f ɪ k s t ⋉
32221	d ɪ t a t ʃ	d ɪ t a t ʃ t	detach	detached	⋊ d ɪ t a t ʃ ⋉	⋊ d ɪ t a t ʃ t ⋉
32225	r eɪ k	r eɪ k t	rake	raked	⋊ ɹ e k ⋉	⋊ ɹ e k t ⋉
32259	m iː l ɪ ə r eɪ t	m iː l ɪ ə r eɪ t ɪ d	meliorate	meliorated	⋊ m i l ɪ ə ɹ e t ⋉	⋊ m i l ɪ ə ɹ e t ɪ d ⋉
32289	ʌ n p a k	ʌ n p a k t	unpack	unpacked	⋊ ʌ n p a k ⋉	⋊ ʌ n p a k t ⋉
32301	h eɪ z	h eɪ z d	haze	hazed	⋊ h e z ⋉	⋊ h e z d ⋉
32322	ɪ n t j uːɪ t	ɪ n t j uːɪ t ɪ d	intuit	intuited	⋊ ɪ n t j u ɪ t ⋉	⋊ ɪ n t j u ɪ t ɪ d ⋉
32364	l ʌ m p	l ʌ m p t	lump	lumped	⋊ l ʌ m p ⋉	⋊ l ʌ m p t ⋉
32369	a k s	a k s t	axe	axed	⋊ a k s ⋉	⋊ a k s t ⋉
32382	r iː g eɪ n	r iː g eɪ n d	regain	regained	⋊ ɹ i g e n ⋉	⋊ ɹ i g e n d ⋉
32390	r ə m eɪ n	r ə m eɪ n d	remain	remained	⋊ ɹ ə m e n ⋉	⋊ ɹ ə m e n d ⋉
32402	t r əʊ lˠ	t r əʊ lˠ d	troll	trolled	⋊ t ɹ o l ⋉	⋊ t ɹ o l d ⋉
32413	k l a m p	k l a m p t	clamp	clamped	⋊ k l a m p ⋉	⋊ k l a m p t ⋉
32469	ɪ n t ə v iː n	ɪ n t ə v iː n d	intervene	intervened	⋊ ɪ n t ə v i n ⋉	⋊ ɪ n t ə v i n d ⋉
32472	ɛ g z ɪ t	ɛ g z ɪ t ɪ d	exit	exited	⋊ ɛ g z ɪ t ⋉	⋊ ɛ g z ɪ t ɪ d ⋉
32474	k ɔ n f a b j ʊ l eɪ t	k ɔ n f a b j ʊ l eɪ t ɪ d	confabulate	confabulated	⋊ k ɔ n f a b j ʊ l e t ⋉	⋊ k ɔ n f a b j ʊ l e t ɪ d ⋉
32478	g ɔ g l̩ˠ	g ɔ g l̩ˠ d	goggle	goggled	⋊ g ɔ g l ⋉	⋊ g ɔ g l d ⋉
32489	d ʌ b l̩ˠ t ʃ ɛ k	d ʌ b l̩ˠ t ʃ ɛ k t	double-check	double-checked	⋊ d ʌ b l t ʃ ɛ k ⋉	⋊ d ʌ b l t ʃ ɛ k t ⋉
32499	ʌ n h ɪ n ʒ	ʌ n h ɪ n ʒ d	unhinge	unhinged	⋊ ʌ n h ɪ n ʒ ⋉	⋊ ʌ n h ɪ n ʒ d ⋉
32511	p ɛ r ə g r ɪ n eɪ t	p ɛ r ə g r ɪ n eɪ t ɪ d	peregrinate	peregrinated	⋊ p ɛ ɹ ə g ɹ ɪ n e t ⋉	⋊ p ɛ ɹ ə g ɹ ɪ n e t ɪ d ⋉
32515	r ɔ l ɪ k	r ɔ l ɪ k t	rollick	rollicked	⋊ ɹ ɔ l ɪ k ⋉	⋊ ɹ ɔ l ɪ k t ⋉
32588	b r əʊ t ʃ	b r əʊ t ʃ t	broach	broached	⋊ b ɹ o t ʃ ⋉	⋊ b ɹ o t ʃ t ⋉
32610	r iː s t eɪ d ʒ	r iː s t eɪ d ʒ d	restage	restaged	⋊ ɹ i s t e d ʒ ⋉	⋊ ɹ i s t e d ʒ d ⋉
32643	iː m ɛ n d	iː m ɛ n d ɪ d	emend	emended	⋊ i m ɛ n d ⋉	⋊ i m ɛ n d ɪ d ⋉
32667	t aɪ p s ɛ t	t aɪ p s ɛ t	typeset	typeset	⋊ t a ɪ p s ɛ t ⋉	⋊ t a ɪ p s ɛ t ⋉
32671	ɪ n s t r ʌ k t	ɪ n s t r ʌ k t ɪ d	instruct	instructed	⋊ ɪ n s t ɹ ʌ k t ⋉	⋊ ɪ n s t ɹ ʌ k t ɪ d ⋉
32697	ɛ k s p ɛ r ɪ m ə n t	ɛ k s p ɛ r ɪ m ə n t ɪ d	experiment	experimented	⋊ ɛ k s p ɛ ɹ ɪ m ə n t ⋉	⋊ ɛ k s p ɛ ɹ ɪ m ə n t ɪ d ⋉
32733	l iː f	l iː f t	leaf	leafed	⋊ l i f ⋉	⋊ l i f t ⋉
32736	l əʊ d	l əʊ d ɪ d	load	loaded	⋊ l o d ⋉	⋊ l o d ɪ d ⋉
32756	w ɔː	w ɔː d	war	warred	⋊ w ɔ ⋉	⋊ w ɔ d ⋉
32806	d ʌ lˠ	d ʌ lˠ d	dull	dulled	⋊ d ʌ l ⋉	⋊ d ʌ l d ⋉
32827	h ɔ k	h ɔ k t	hock	hocked	⋊ h ɔ k ⋉	⋊ h ɔ k t ⋉
32836	v ɪ v ɪ f aɪ	v ɪ v ɪ f aɪ d	vivify	vivified	⋊ v ɪ v ɪ f a ɪ ⋉	⋊ v ɪ v ɪ f a ɪ d ⋉
32847	h w ɪ p	h w ɪ p t	whip	whipped	⋊ h w ɪ p ⋉	⋊ h w ɪ p t ⋉
32860	h a m s t r ɪ ŋ	h a m s t r ʌ ŋ	hamstring	hamstrung	⋊ h a m s t ɹ ɪ ŋ ⋉	⋊ h a m s t ɹ ʌ ŋ ⋉
32866	s ɛ lˠ	s əʊ lˠ d	sell	sold	⋊ s ɛ l ⋉	⋊ s o l d ⋉
32883	k aʊ n t ə f iː t	k aʊ n t ə f iː t ɪ d	counterfeit	counterfeited	⋊ k a ʊ n t ə f i t ⋉	⋊ k a ʊ n t ə f i t ɪ d ⋉
32890	r uː	r uː d	rue	rued	⋊ ɹ u ⋉	⋊ ɹ u d ⋉
32953	ə n iː lˠ	ə n iː lˠ d	anneal	annealed	⋊ ə n i l ⋉	⋊ ə n i l d ⋉
32988	k ə n v ɜː s	k ə n v ɜː s t	converse	conversed	⋊ k ə n v ə s ⋉	⋊ k ə n v ə s t ⋉
33032	m a k s ɪ m aɪ z	m a k s ɪ m aɪ z d	maximize	maximized	⋊ m a k s ɪ m a ɪ z ⋉	⋊ m a k s ɪ m a ɪ z d ⋉
33046	s n ɪ f l̩ˠ	s n ɪ f l̩ˠ d	sniffle	sniffled	⋊ s n ɪ f l ⋉	⋊ s n ɪ f l d ⋉
33063	n j ʊ ɔ̃ː s	n j ʊ ɔ̃ː s t	nuance	nuanced	⋊ n j ʊ ɔ s ⋉	⋊ n j ʊ ɔ s t ⋉
33064	b ʌ ŋ g l̩ˠ	b ʌ ŋ g l̩ˠ d	bungle	bungled	⋊ b ʌ ŋ g l ⋉	⋊ b ʌ ŋ g l d ⋉
33087	d iː m əʊ b l̩ˠ aɪ z	d iː m əʊ b l̩ˠ aɪ z d	demobilize	demobilized	⋊ d i m o b l a ɪ z ⋉	⋊ d i m o b l a ɪ z d ⋉
33107	r iː l eɪ	r iː l eɪ d	relay	relaid	⋊ ɹ i l e ⋉	⋊ ɹ i l e d ⋉
33129	ə p l aɪ	ə p l aɪ d	apply	applied	⋊ ə p l a ɪ ⋉	⋊ ə p l a ɪ d ⋉
33136	f l a d ʒ ɛ l eɪ t	f l a d ʒ ɛ l eɪ t ɪ d	flagellate	flagellated	⋊ f l a d ʒ ɛ l e t ⋉	⋊ f l a d ʒ ɛ l e t ɪ d ⋉
33151	ɪ l ɛ k ʃ n̩ ɪ ə	ɪ l ɛ k ʃ n̩ ɪ ə d	electioneer	electioneered	⋊ ɪ l ɛ k ʃ n ɪ ə ⋉	⋊ ɪ l ɛ k ʃ n ɪ ə d ⋉
33156	h ɪ p n ə t aɪ z	h ɪ p n ə t aɪ z d	hypnotize	hypnotized	⋊ h ɪ p n ə t a ɪ z ⋉	⋊ h ɪ p n ə t a ɪ z d ⋉
33157	ɛ n əʊ b l̩ˠ	ɛ n əʊ b l̩ˠ d	ennoble	ennobled	⋊ ɛ n o b l ⋉	⋊ ɛ n o b l d ⋉
33180	θ r ɪ lˠ	θ r ɪ lˠ d	thrill	thrilled	⋊ θ ɹ ɪ l ⋉	⋊ θ ɹ ɪ l d ⋉
33215	v a lˠ j ʊ	v a lˠ j ʊ d	value	valued	⋊ v a l j ʊ ⋉	⋊ v a l j ʊ d ⋉
33222	m ɪ s	m ɪ s t	miss	missed	⋊ m ɪ s ⋉	⋊ m ɪ s t ⋉
33246	l a p s	l a p s t	lapse	lapsed	⋊ l a p s ⋉	⋊ l a p s t ⋉
33258	b iː z w a k s	b iː z w a k s t	beeswax	beeswaxed	⋊ b i z w a k s ⋉	⋊ b i z w a k s t ⋉
33278	r ɛ k l̩ˠ ɛ k t	r ɛ k l̩ˠ ɛ k t ɪ d	recollect	recollected	⋊ ɹ ɛ k l ɛ k t ⋉	⋊ ɹ ɛ k l ɛ k t ɪ d ⋉
33290	ɛ k s k ə m j uː n ɪ k eɪ t	ɛ k s k ə m j uː n ɪ k eɪ t ɪ d	excommunicate	excommunicated	⋊ ɛ k s k ə m j u n ɪ k e t ⋉	⋊ ɛ k s k ə m j u n ɪ k e t ɪ d ⋉
33399	b əʊ s t	b əʊ s t ɪ d	boast	boasted	⋊ b o s t ⋉	⋊ b o s t ɪ d ⋉
33421	w iː n	w iː n d	wean	weaned	⋊ w i n ⋉	⋊ w i n d ⋉
33440	s k eɪ t	s k eɪ t ɪ d	skate	skated	⋊ s k e t ⋉	⋊ s k e t ɪ d ⋉
33460	m ʌ s t ə	m ʌ s t ə d	muster	mustered	⋊ m ʌ s t ə ⋉	⋊ m ʌ s t ə d ⋉
33488	s w ɜː v	s w ɜː v d	swerve	swerved	⋊ s w ə v ⋉	⋊ s w ə v d ⋉
33492	s uː ð	s uː ð d	soothe	soothed	⋊ s u ð ⋉	⋊ s u ð d ⋉
33561	b ɑː s k	b ɑː s k t	bask	basked	⋊ b ɑ s k ⋉	⋊ b ɑ s k t ⋉
33578	b ɑː θ	b ɑː θ t	bath	bathed	⋊ b ɑ θ ⋉	⋊ b ɑ θ t ⋉
33586	b ɛ r ɪ	b ɛ r ɪ d	bury	buried	⋊ b ɛ ɹ ɪ ⋉	⋊ b ɛ ɹ ɪ d ⋉
33601	j ɛ l əʊ	j ɛ l əʊ d	yellow	yellowed	⋊ j ɛ l o ⋉	⋊ j ɛ l o d ⋉
33608	w aɪ ə t a p	w aɪ ə t a p t	wiretap	wiretapped	⋊ w a ɪ ə t a p ⋉	⋊ w a ɪ ə t a p t ⋉
33632	k ʌ m p ə s	k ʌ m p ə s t	compass	compassed	⋊ k ʌ m p ə s ⋉	⋊ k ʌ m p ə s t ⋉
33686	w ɪ n t ə	w ɪ n t ə d	winter	wintered	⋊ w ɪ n t ə ⋉	⋊ w ɪ n t ə d ⋉
33733	b ɔː	b ɔː d	bore	bored	⋊ b ɔ ⋉	⋊ b ɔ d ⋉
33751	r iː d r ɛ s	r iː d r ɛ s t	redress	redressed	⋊ ɹ i d ɹ ɛ s ⋉	⋊ ɹ i d ɹ ɛ s t ⋉
33817	s ɪ n t ə l eɪ t	s ɪ n t ə l eɪ t ɪ d	scintillate	scintillated	⋊ s ɪ n t ə l e t ⋉	⋊ s ɪ n t ə l e t ɪ d ⋉
33818	d ɪ b ɔː t ʃ	d ɪ b ɔː t ʃ t	debauch	debauched	⋊ d ɪ b ɔ t ʃ ⋉	⋊ d ɪ b ɔ t ʃ t ⋉
33833	ɛ s p aʊ z	ɛ s p aʊ z d	espouse	espoused	⋊ ɛ s p a ʊ z ⋉	⋊ ɛ s p a ʊ z d ⋉
33842	ʌ n d ə t eɪ k	ʌ n d ə t uː k	undertake	undertook	⋊ ʌ n d ə t e k ⋉	⋊ ʌ n d ə t u k ⋉
33843	h ɑː b ə	h ɑː b ə d	harbour	harboured	⋊ h ɑ b ə ⋉	⋊ h ɑ b ə d ⋉
33859	n ʌ d ʒ	n ʌ d ʒ d	nudge	nudged	⋊ n ʌ d ʒ ⋉	⋊ n ʌ d ʒ d ⋉
33870	p ʌ n ʃ	p ʌ n ʃ t	punch	punched	⋊ p ʌ n ʃ ⋉	⋊ p ʌ n ʃ t ⋉
33871	r iː n eɪ m	r iː n eɪ m d	rename	renamed	⋊ ɹ i n e m ⋉	⋊ ɹ i n e m d ⋉
33873	ɪ n s t r ə m ə n t	ɪ n s t r ə m ə n t ɪ d	instrument	instrumented	⋊ ɪ n s t ɹ ə m ə n t ⋉	⋊ ɪ n s t ɹ ə m ə n t ɪ d ⋉
33881	m ɪ n ɪ m aɪ z	m ɪ n ɪ m aɪ z d	minimize	minimized	⋊ m ɪ n ɪ m a ɪ z ⋉	⋊ m ɪ n ɪ m a ɪ z d ⋉
33929	uː z	uː z d	ooze	oozed	⋊ u z ⋉	⋊ u z d ⋉
33944	d iː b r iː f	d iː b r iː f t	debrief	debriefed	⋊ d i b ɹ i f ⋉	⋊ d i b ɹ i f t ⋉
33949	p aɪ lˠ	p aɪ lˠ d	pile	piled	⋊ p a ɪ l ⋉	⋊ p a ɪ l d ⋉
33967	ɛ k s p lˠ ɪ k eɪ t	ɛ k s p lˠ ɪ k eɪ t ɪ d	explicate	explicated	⋊ ɛ k s p l ɪ k e t ⋉	⋊ ɛ k s p l ɪ k e t ɪ d ⋉
33975	r iː f l eɪ t	r iː f l eɪ t ɪ d	reflate	reflated	⋊ ɹ i f l e t ⋉	⋊ ɹ i f l e t ɪ d ⋉
34002	s ɛ k ʃ n̩	s ɛ k ʃ n̩ d	section	sectioned	⋊ s ɛ k ʃ n ⋉	⋊ s ɛ k ʃ n d ⋉
34035	d iː k a m p	d iː k a m p t	decamp	decamped	⋊ d i k a m p ⋉	⋊ d i k a m p t ⋉
34050	s p lˠ a ʃ	s p lˠ a ʃ t	splash	splashed	⋊ s p l a ʃ ⋉	⋊ s p l a ʃ t ⋉
34060	f a b r ɪ k eɪ t	f a b r ɪ k eɪ t ɪ d	fabricate	fabricated	⋊ f a b ɹ ɪ k e t ⋉	⋊ f a b ɹ ɪ k e t ɪ d ⋉
34066	ʃ r aʊ d	ʃ r aʊ d ɪ d	shroud	shrouded	⋊ ʃ ɹ a ʊ d ⋉	⋊ ʃ ɹ a ʊ d ɪ d ⋉
34077	p ɑː t ʃ	p ɑː t ʃ t	parch	parched	⋊ p ɑ t ʃ ⋉	⋊ p ɑ t ʃ t ⋉
34087	d ɪ f ɛ k t	d ɪ f ɛ k t ɪ d	defect	defected	⋊ d ɪ f ɛ k t ⋉	⋊ d ɪ f ɛ k t ɪ d ⋉
34162	s t aɪ f l̩ˠ	s t aɪ f l̩ˠ d	stifle	stifled	⋊ s t a ɪ f l ⋉	⋊ s t a ɪ f l d ⋉
34170	f ɔː n əʊ	f ɔː n j uː	foreknow	foreknew	⋊ f ɔ n o ⋉	⋊ f ɔ n j u ⋉
34208	p r əʊ k r ɪ eɪ t	p r əʊ k r ɪ eɪ t ɪ d	procreate	procreated	⋊ p ɹ o k ɹ ɪ e t ⋉	⋊ p ɹ o k ɹ ɪ e t ɪ d ⋉
