index	wordform1	wordform2	wordform1_orth	wordform2_orth	stem	output
2626	s w u n	s w u n d	swoon	swooned	⋊ s w u n ⋉	⋊ s w u n d ⋉
2627	t i	t i d	tee	teed	⋊ t i ⋉	⋊ t i d ⋉
2628	v a ɹ n ɪ ʃ	v a ɹ n ɪ ʃ t	varnish	varnished	⋊ v a ɹ n ɪ ʃ ⋉	⋊ v a ɹ n ɪ ʃ t ⋉
2629	w eɪ v	w eɪ v d	waive	waived	⋊ w e v ⋉	⋊ w e v d ⋉
2630	w ʊ l f	w ʊ l f t	wolf	wolfed	⋊ w ʊ l f ⋉	⋊ w ʊ l f t ⋉
2631	tʃ æ p	tʃ æ p t	chap	chapped	⋊ t ʃ ɑ p ⋉	⋊ t ʃ ɑ p t ⋉
2632	p ɛ d ə l	p ɛ d ə l d	peddle	peddled	⋊ p ɛ d ə l ⋉	⋊ p ɛ d ə l d ⋉
2633	æ dʒ ɪ t eɪ t	æ dʒ ɪ t eɪ t ə d	agitate	agitated	⋊ ɑ d ʒ ɪ t e t ⋉	⋊ ɑ d ʒ ɪ t e t ɪ d ⋉
2634	d ɹ ɔ l	d ɹ ɔ l d	drawl	drawled	⋊ d ɹ ɔ l ⋉	⋊ d ɹ ɔ l d ⋉
2635	ɪ n t ɚ n ə l aɪ z	ɪ n t ɚ n ə l aɪ z d	internalize	internalized	⋊ ɪ n t ɛ ɹ n ə l a ɪ z ⋉	⋊ ɪ n t ɛ ɹ n ə l a ɪ z d ⋉
2636	eɪ ɹ	eɪ ɹ d	air	aired	⋊ e ɹ ⋉	⋊ e ɹ d ⋉
2637	b æ dʒ ɚ	b æ dʒ ɚ d	badger	badgered	⋊ b ɑ d ʒ ɛ ɹ ⋉	⋊ b ɑ d ʒ ɛ ɹ d ⋉
2638	b a ɹ t ɚ	b a ɹ t ɚ d	barter	bartered	⋊ b a ɹ t ɛ ɹ ⋉	⋊ b a ɹ t ɛ ɹ d ⋉
2639	b ɪ l i g ɚ	b ɪ l i g ɚ d	beleaguer	beleaguered	⋊ b ɪ l i g ɛ ɹ ⋉	⋊ b ɪ l i g ɛ ɹ d ⋉
2640	k ə v oʊ ɹ t	k ə v oʊ ɹ t ə d	cavort	cavorted	⋊ k ə v o ɹ t ⋉	⋊ k ə v o ɹ t ɪ d ⋉
2641	tʃ eɪ s ə n	tʃ eɪ s ə n d	chasten	chastened	⋊ t ʃ e s ə n ⋉	⋊ t ʃ e s ə n d ⋉
2642	k l ʌ k	k l ʌ k t	cluck	clucked	⋊ k l ʌ k ⋉	⋊ k l ʌ k t ⋉
2643	k oʊ s t	k oʊ s t ə d	coast	coasted	⋊ k o s t ⋉	⋊ k o s t ɪ d ⋉
2644	k ə l ɛ k t ɪ v aɪ z	k ə l ɛ k t ɪ v aɪ z d	collectivize	collectivized	⋊ k ə l ɛ k t ɪ v a ɪ z ⋉	⋊ k ə l ɛ k t ɪ v a ɪ z d ⋉
2645	k ə n s k ɹ ɪ p t	k ə n s k ɹ ɪ p t ə d	conscript	conscripted	⋊ k ə n s k ɹ ɪ p t ⋉	⋊ k ə n s k ɹ ɪ p t ɪ d ⋉
2646	k a n t ɹ ə v i n	k a n t ɹ ə v i n d	contravene	contravened	⋊ k a n t ɹ ə v i n ⋉	⋊ k a n t ɹ ə v i n d ⋉
2647	d ɪ l ɪ n i eɪ t	d ɪ l ɪ n i eɪ t ə d	delineate	delineated	⋊ d ɪ l ɪ n i e t ⋉	⋊ d ɪ l ɪ n i e t ɪ d ⋉
2648	ɛ d i	ɛ d i d	eddy	eddied	⋊ ɛ d i ⋉	⋊ ɛ d i d ⋉
2649	ɪ m eɪ ʃ i eɪ t	ɪ m eɪ ʃ i eɪ t ə d	emaciate	emaciated	⋊ ɪ m e ʃ i e t ⋉	⋊ ɪ m e ʃ i e t ɪ d ⋉
2650	ɪ n s k a n s	ɪ n s k a n s t	ensconce	ensconced	⋊ ɪ n s k a n s ⋉	⋊ ɪ n s k a n s t ⋉
2651	f ɹ i k	f ɹ i k t	freak	freaked	⋊ f ɹ i k ⋉	⋊ f ɹ i k t ⋉
2652	l ɛ v ɚ	l ɛ v ɚ d	lever	levered	⋊ l ɛ v ɛ ɹ ⋉	⋊ l ɛ v ɛ ɹ d ⋉
2653	l a b	l a b d	lob	lobbed	⋊ l a b ⋉	⋊ l a b d ⋉
2654	p eɪ p ɚ	p eɪ p ɚ d	paper	papered	⋊ p e p ɛ ɹ ⋉	⋊ p e p ɛ ɹ d ⋉
2655	p j ʊ ɹ eɪ	p j ʊ ɹ eɪ d	puree	pureed	⋊ p j ʊ ɹ e ⋉	⋊ p j ʊ ɹ e d ⋉
2656	k w ɛ n tʃ	k w ɛ n tʃ t	quench	quenched	⋊ k w ɛ n t ʃ ⋉	⋊ k w ɛ n t ʃ t ⋉
2657	k w ɛ s t	k w ɛ s t ə d	quest	quested	⋊ k w ɛ s t ⋉	⋊ k w ɛ s t ɪ d ⋉
2658	ɹ u f	ɹ u f t	roof	roofed	⋊ ɹ u f ⋉	⋊ ɹ u f t ⋉
2659	s k ɹ aʊ n dʒ	s k ɹ aʊ n dʒ d	scrounge	scrounged	⋊ s k ɹ a ʊ n d ʒ ⋉	⋊ s k ɹ a ʊ n d ʒ d ⋉
2660	s k ʌ d	s k ʌ d ə d	scud	scudded	⋊ s k ʌ d ⋉	⋊ s k ʌ d ɪ d ⋉
2661	s i d	s i d ə d	seed	seeded	⋊ s i d ⋉	⋊ s i d ɪ d ⋉
2662	ʃ ʊ ʃ	ʃ ʊ ʃ t	shush	shushed	⋊ ʃ ʊ ʃ ⋉	⋊ ʃ ʊ ʃ t ⋉
2663	s n aɪ p	s n aɪ p t	snipe	sniped	⋊ s n a ɪ p ⋉	⋊ s n a ɪ p t ⋉
2664	s p ɹ ɛ d i g ə l	s p ɹ ɛ d i g ə l d	spreadeagle	spreadeagled	⋊ s p ɹ ɛ d i g ə l ⋉	⋊ s p ɹ ɛ d i g ə l d ⋉
2665	v aʊ tʃ s eɪ f	v aʊ tʃ s eɪ f t	vouchsafe	vouchsafed	⋊ v a ʊ t ʃ s e f ⋉	⋊ v a ʊ t ʃ s e f t ⋉
2666	tʃ a m p	tʃ a m p t	chomp	chomped	⋊ t ʃ a m p ⋉	⋊ t ʃ a m p t ⋉
2667	t ʌ n ə l	t ʌ n ə l d	tunnel	tunnelled	⋊ t ʌ n ə l ⋉	⋊ t ʌ n ə l d ⋉
2668	f l aʊ t	f l aʊ t ə d	flout	flouted	⋊ f l a ʊ t ⋉	⋊ f l a ʊ t ɪ d ⋉
2669	g l ɔ s	g l ɔ s t	gloss	glossed	⋊ g l ɔ s ⋉	⋊ g l ɔ s t ⋉
2670	p aɪ n	p aɪ n d	pine	pined	⋊ p a ɪ n ⋉	⋊ p a ɪ n d ⋉
2671	s a d	s a d ə d	sod		⋊ s a d ⋉	⋊ s a d ɪ d ⋉
2672	s p eɪ	s p eɪ d	spay	spayed	⋊ s p e ⋉	⋊ s p e d ⋉
2673	k ɚ t s i	k ɚ t s i d	curtsy	curtsied	⋊ k ɛ ɹ t s i ⋉	⋊ k ɛ ɹ t s i d ⋉
2674	d ɪ z ɪ s t	d ɪ z ɪ s t ə d	desist	desisted	⋊ d ɪ z ɪ s t ⋉	⋊ d ɪ z ɪ s t ɪ d ⋉
2675	d ɪ tʃ	d ɪ tʃ t	ditch	ditched	⋊ d ɪ t ʃ ⋉	⋊ d ɪ t ʃ t ⋉
2676	d a k t ɚ	d a k t ɚ d	doctor	doctored	⋊ d a k t ɛ ɹ ⋉	⋊ d a k t ɛ ɹ d ⋉
2677	d u d ə l	d u d ə l d	doodle	doodled	⋊ d u d ə l ⋉	⋊ d u d ə l d ⋉
2678	d ɹ ɛ dʒ	d ɹ ɛ dʒ d	dredge	dredged	⋊ d ɹ ɛ d ʒ ⋉	⋊ d ɹ ɛ d ʒ d ⋉
2679	d u ə l	d u ə l d	duel	duelled	⋊ d u ə l ⋉	⋊ d u ə l d ⋉
2680	ɪ n u m ə ɹ eɪ t	ɪ n u m ə ɹ eɪ t ə d	enumerate	enumerated	⋊ ɪ n u m ə ɹ e t ⋉	⋊ ɪ n u m ə ɹ e t ɪ d ⋉
2681	ɪ k s t ɚ n ə l aɪ z	ɪ k s t ɚ n ə l aɪ z d	externalize	externalized	⋊ ɪ k s t ɛ ɹ n ə l a ɪ z ⋉	⋊ ɪ k s t ɛ ɹ n ə l a ɪ z d ⋉
2682	f æ b ɹ ɪ k eɪ t	f æ b ɹ ɪ k eɪ t ə d	fabricate	fabricated	⋊ f ɑ b ɹ ɪ k e t ⋉	⋊ f ɑ b ɹ ɪ k e t ɪ d ⋉
2683	f ɚ ð ɚ	f ɚ ð ɚ d	further	furthered	⋊ f ɛ ɹ ð ɛ ɹ ⋉	⋊ f ɛ ɹ ð ɛ ɹ d ⋉
2684	dʒ ɚ m ə n eɪ t	dʒ ɚ m ə n eɪ t ə d	germinate	germinated	⋊ d ʒ ɛ ɹ m ə n e t ⋉	⋊ d ʒ ɛ ɹ m ə n e t ɪ d ⋉
2685	h ʌ m b ə l	h ʌ m b ə l d	humble	humbled	⋊ h ʌ m b ə l ⋉	⋊ h ʌ m b ə l d ⋉
2686	m ɛ ʃ	m ɛ ʃ t	mesh	meshed	⋊ m ɛ ʃ ⋉	⋊ m ɛ ʃ t ⋉
2687	m ʌ l	m ʌ l d	mull	mulled	⋊ m ʌ l ⋉	⋊ m ʌ l d ⋉
2688	p ɪ v ə t	p ɪ v ə t ə d	pivot	pivoted	⋊ p ɪ v ə t ⋉	⋊ p ɪ v ə t ɪ d ⋉
2689	p l i t	p l i t ə d	pleat	pleated	⋊ p l i t ⋉	⋊ p l i t ɪ d ⋉
2690	ɹ ɪ g ɹ ɛ s	ɹ ɪ g ɹ ɛ s t	regress	regressed	⋊ ɹ ɪ g ɹ ɛ s ⋉	⋊ ɹ ɪ g ɹ ɛ s t ⋉
2691	ɹ aɪ f ə l	ɹ aɪ f ə l d	rifle	rifled	⋊ ɹ a ɪ f ə l ⋉	⋊ ɹ a ɪ f ə l d ⋉
2692	ʃ ɹ ɪ l	ʃ ɹ ɪ l d	shrill	shrilled	⋊ ʃ ɹ ɪ l ⋉	⋊ ʃ ɹ ɪ l d ⋉
2693	s n ɪ v ə l	s n ɪ v ə l d	snivel	snivelled	⋊ s n ɪ v ə l ⋉	⋊ s n ɪ v ə l d ⋉
2694	s t ɪ l	s t ɪ l d	still	stilled	⋊ s t ɪ l ⋉	⋊ s t ɪ l d ⋉
2695	s ɪ ŋ k ɹ ə n aɪ z	s ɪ ŋ k ɹ ə n aɪ z d	synchronize	synchronized	⋊ s ɪ ŋ k ɹ ə n a ɪ z ⋉	⋊ s ɪ ŋ k ɹ ə n a ɪ z d ⋉
2696	t ʌ f ə n	t ʌ f ə n d	toughen	toughened	⋊ t ʌ f ə n ⋉	⋊ t ʌ f ə n d ⋉
2697	t w æ ŋ	t w æ ŋ d	twang	twanged	⋊ t w ɑ ŋ ⋉	⋊ t w ɑ ŋ d ⋉
2698	w i ɹ i	w i ɹ i d	weary	wearied	⋊ w i ɹ i ⋉	⋊ w i ɹ i d ⋉
2699	w ɪ g ə l	w ɪ g ə l d	wiggle	wiggled	⋊ w ɪ g ə l ⋉	⋊ w ɪ g ə l d ⋉
2700	ɹ i k	ɹ i k t	wreak	wreaked	⋊ ɹ i k ⋉	⋊ ɹ i k t ⋉
2701	k æ n t	k æ n t ə d	cant	canted	⋊ k ɑ n t ⋉	⋊ k ɑ n t ɪ d ⋉
2702	h eɪ ɹ	h eɪ ɹ d	hare	hared	⋊ h e ɹ ⋉	⋊ h e ɹ d ⋉
2703	s k aɪ	s k aɪ d	sky	skied	⋊ s k a ɪ ⋉	⋊ s k a ɪ d ⋉
2704	p ɹ ɛ ʃ ə ɹ aɪ z	p ɹ ɛ ʃ ə ɹ aɪ z d	pressurize	pressurized	⋊ p ɹ ɛ ʃ ə ɹ a ɪ z ⋉	⋊ p ɹ ɛ ʃ ə ɹ a ɪ z d ⋉
2705	s k u t	s k u t ə d	scoot	scooted	⋊ s k u t ⋉	⋊ s k u t ɪ d ⋉
2706	ə k ʌ s t ə m	ə k ʌ s t ə m d	accustom	accustomed	⋊ ə k ʌ s t ə m ⋉	⋊ ə k ʌ s t ə m d ⋉
2707	s ə b s u m	s ə b s u m d	subsume	subsumed	⋊ s ə b s u m ⋉	⋊ s ə b s u m d ⋉
2708	æ b s ɛ n t	æ b s ɛ n t ə d	absent	absented	⋊ ɑ b s ɛ n t ⋉	⋊ ɑ b s ɛ n t ɪ d ⋉
2709	b æ n d i	b æ n d i d	bandy	bandied	⋊ b ɑ n d i ⋉	⋊ b ɑ n d i d ⋉
2710	b ɪ g aɪ l	b ɪ g aɪ l d	beguile	beguiled	⋊ b ɪ g a ɪ l ⋉	⋊ b ɪ g a ɪ l d ⋉
2711	b ɪ k ɚ	b ɪ k ɚ d	bicker	bickered	⋊ b ɪ k ɛ ɹ ⋉	⋊ b ɪ k ɛ ɹ d ⋉
2712	b oʊ t	b oʊ t ə d	boat	boated	⋊ b o t ⋉	⋊ b o t ɪ d ⋉
2713	b oʊ d	b oʊ d ə d	bode	boded	⋊ b o d ⋉	⋊ b o d ɪ d ⋉
2714	b a tʃ	b a tʃ t	botch	botched	⋊ b a t ʃ ⋉	⋊ b a t ʃ t ⋉
2715	k eɪ p ɚ	k eɪ p ɚ d	caper	capered	⋊ k e p ɛ ɹ ⋉	⋊ k e p ɛ ɹ d ⋉
2716	k l a k	k l a k t	clock	clocked	⋊ k l a k ⋉	⋊ k l a k t ⋉
2717	k oʊ a p t	k oʊ a p t ə d	co-opt	co-opted	⋊ k o a p t ⋉	⋊ k o a p t ɪ d ⋉
2718	k a m ə n d i ɹ	k a m ə n d i ɹ d	commandeer	commandeered	⋊ k a m ə n d i ɹ ⋉	⋊ k a m ə n d i ɹ d ⋉
2719	k ɹ oʊ ʃ eɪ	k ɹ oʊ ʃ eɪ d	crochet	crocheted	⋊ k ɹ o ʃ e ⋉	⋊ k ɹ o ʃ e d ⋉
2720	k ɹ u s eɪ d	k ɹ u s eɪ d ə d	crusade	crusaded	⋊ k ɹ u s e d ⋉	⋊ k ɹ u s e d ɪ d ⋉
2721	d eɪ n	d eɪ n d	deign	deigned	⋊ d e n ⋉	⋊ d e n d ⋉
2722	d i m oʊ t	d i m oʊ t ə d	demote	demoted	⋊ d i m o t ⋉	⋊ d i m o t ɪ d ⋉
2723	d ɛ s ɪ k ɹ eɪ t	d ɛ s ɪ k ɹ eɪ t ə d	desecrate	desecrated	⋊ d ɛ s ɪ k ɹ e t ⋉	⋊ d ɛ s ɪ k ɹ e t ɪ d ⋉
2724	ɪ n θ ɹ ɔ l	ɪ n θ ɹ ɔ l d	enthral	enthralled	⋊ ɪ n θ ɹ ɔ l ⋉	⋊ ɪ n θ ɹ ɔ l d ⋉
2725	ɪ n v ɪ ʒ ə n	ɪ n v ɪ ʒ ə n d	envision	envisioned	⋊ ɪ n v ɪ ʒ ə n ⋉	⋊ ɪ n v ɪ ʒ ə n d ⋉
2726	ɪ g z a n ə ɹ eɪ t	ɪ g z a n ə ɹ eɪ t ə d	exonerate	exonerated	⋊ ɪ g z a n ə ɹ e t ⋉	⋊ ɪ g z a n ə ɹ e t ɪ d ⋉
2727	p ɹ ɪ k ə l	p ɹ ɪ k ə l d	prickle	prickled	⋊ p ɹ ɪ k ə l ⋉	⋊ p ɹ ɪ k ə l d ⋉
2728	ɹ ɛ k ə n ɔɪ t ɚ	ɹ ɛ k ə n ɔɪ t ɚ d	reconnoitre	reconnoitred	⋊ ɹ ɛ k ə n ɔ ɪ t ɛ ɹ ⋉	⋊ ɹ ɛ k ə n ɔ ɪ t ɛ ɹ d ⋉
2729	ɹ ɪ k u p	ɹ ɪ k u p t	recoup	recouped	⋊ ɹ ɪ k u p ⋉	⋊ ɹ ɪ k u p t ⋉
2730	ɹ ɪ m	ɹ ɪ m d	rim	rimmed	⋊ ɹ ɪ m ⋉	⋊ ɹ ɪ m d ⋉
2731	s k i m	s k i m d	scheme	schemed	⋊ s k i m ⋉	⋊ s k i m d ⋉
2732	s k u l	s k u l d	school	schooled	⋊ s k u l ⋉	⋊ s k u l d ⋉
2733	s p l eɪ	s p l eɪ d	splay	splayed	⋊ s p l e ⋉	⋊ s p l e d ⋉
2734	s k w ɛ l tʃ	s k w ɛ l tʃ t	squelch	squelched	⋊ s k w ɛ l t ʃ ⋉	⋊ s k w ɛ l t ʃ t ⋉
2735	s t æ ʃ	s t æ ʃ t	stash	stashed	⋊ s t ɑ ʃ ⋉	⋊ s t ɑ ʃ t ⋉
2736	t ɪ l	t ɪ l d	till	tilled	⋊ t ɪ l ⋉	⋊ t ɪ l d ⋉
2737	t a d ə l	t a d ə l d	toddle	toddled	⋊ t a d ə l ⋉	⋊ t a d ə l d ⋉
2738	t oʊ n	t oʊ n d	tone	toned	⋊ t o n ⋉	⋊ t o n d ⋉
2739	t oʊ ɹ p i d oʊ	t oʊ ɹ p i d oʊ d	torpedo	torpedoed	⋊ t o ɹ p i d o ⋉	⋊ t o ɹ p i d o d ⋉
2740	v ɛ s t	v ɛ s t ə d	vest	vested	⋊ v ɛ s t ⋉	⋊ v ɛ s t ɪ d ⋉
2741	w ɪ n i	w ɪ n i d	whinny	whinnied	⋊ w ɪ n i ⋉	⋊ w ɪ n i d ⋉
2742	s m ɛ l t	s m ɛ l t ə d	smelt	smelted	⋊ s m ɛ l t ⋉	⋊ s m ɛ l t ɪ d ⋉
2743	eɪ p	eɪ p t	ape	aped	⋊ e p ⋉	⋊ e p t ⋉
2744	k ɹ a n ɪ k ə l	k ɹ a n ɪ k ə l d	chronicle	chronicled	⋊ k ɹ a n ɪ k ə l ⋉	⋊ k ɹ a n ɪ k ə l d ⋉
2745	s l a g	s l a g d	slog	slogged	⋊ s l a g ⋉	⋊ s l a g d ⋉
2746	ə k l aɪ m ə t aɪ z	ə k l aɪ m ə t aɪ z d	acclimatize	acclimatized	⋊ ə k l a ɪ m ə t a ɪ z ⋉	⋊ ə k l a ɪ m ə t a ɪ z d ⋉
2747	b l ʌ b ɚ	b l ʌ b ɚ d	blubber	blubbered	⋊ b l ʌ b ɛ ɹ ⋉	⋊ b l ʌ b ɛ ɹ d ⋉
2748	k æ n t ɚ	k æ n t ɚ d	canter	cantered	⋊ k ɑ n t ɛ ɹ ⋉	⋊ k ɑ n t ɛ ɹ d ⋉
2749	tʃ ɔ k	tʃ ɔ k t	chalk	chalked	⋊ t ʃ ɔ k ⋉	⋊ t ʃ ɔ k t ⋉
2750	k l aʊ n	k l aʊ n d	clown	clowned	⋊ k l a ʊ n ⋉	⋊ k l a ʊ n d ⋉
2751	d ɪ k æ p ɪ t eɪ t	d ɪ k æ p ɪ t eɪ t ə d	decapitate	decapitated	⋊ d ɪ k ɑ p ɪ t e t ⋉	⋊ d ɪ k ɑ p ɪ t e t ɪ d ⋉
2752	d ɛ s ɪ m eɪ t	d ɛ s ɪ m eɪ t ə d	decimate	decimated	⋊ d ɛ s ɪ m e t ⋉	⋊ d ɛ s ɪ m e t ɪ d ⋉
2753	ɪ g z ɔ l t	ɪ g z ɔ l t ə d	exalt	exalted	⋊ ɪ g z ɔ l t ⋉	⋊ ɪ g z ɔ l t ɪ d ⋉
2754	g a ɹ b ə l	g a ɹ b ə l d	garble	garbled	⋊ g a ɹ b ə l ⋉	⋊ g a ɹ b ə l d ⋉
2755	h æ z ɚ d	h æ z ɚ d ə d	hazard	hazarded	⋊ h ɑ z ɛ ɹ d ⋉	⋊ h ɑ z ɛ ɹ d ɪ d ⋉
2756	h ʌ ŋ g ɚ	h ʌ ŋ g ɚ d	hunger	hungered	⋊ h ʌ ŋ g ɛ ɹ ⋉	⋊ h ʌ ŋ g ɛ ɹ d ⋉
2757	m oʊ ɹ t ɪ f aɪ	m oʊ ɹ t ɪ f aɪ d	mortify	mortified	⋊ m o ɹ t ɪ f a ɪ ⋉	⋊ m o ɹ t ɪ f a ɪ d ⋉
2758	ɔ s t ɹ ə s aɪ z	ɔ s t ɹ ə s aɪ z d	ostracize	ostracized	⋊ ɔ s t ɹ ə s a ɪ z ⋉	⋊ ɔ s t ɹ ə s a ɪ z d ⋉
2759	k w a ʃ	k w a ʃ t	quash	quashed	⋊ k w a ʃ ⋉	⋊ k w a ʃ t ⋉
2760	ɹ æ v ɪ ʃ	ɹ æ v ɪ ʃ t	ravish	ravished	⋊ ɹ ɑ v ɪ ʃ ⋉	⋊ ɹ ɑ v ɪ ʃ t ⋉
2761	s oʊ dʒ ɚ n	s oʊ dʒ ɚ n d	sojourn	sojourned	⋊ s o d ʒ ɛ ɹ n ⋉	⋊ s o d ʒ ɛ ɹ n d ⋉
2762	s a d ɚ	s a d ɚ d	solder	soldered	⋊ s a d ɛ ɹ ⋉	⋊ s a d ɛ ɹ d ⋉
2763	s p ɹ eɪ n	s p ɹ eɪ n d	sprain	sprained	⋊ s p ɹ e n ⋉	⋊ s p ɹ e n d ⋉
2764	s ʌ b l ɪ m eɪ t	s ʌ b l ɪ m eɪ t ə d	sublimate	sublimated	⋊ s ʌ b l ɪ m e t ⋉	⋊ s ʌ b l ɪ m e t ɪ d ⋉
2765	s ʌ p	s ʌ p t	sup	supped	⋊ s ʌ p ⋉	⋊ s ʌ p t ⋉
2766	ɹ aɪ t	ɹ aɪ t ə d	right	righted	⋊ ɹ a ɪ t ⋉	⋊ ɹ a ɪ t ɪ d ⋉
2767	b ɪ tʃ	b ɪ tʃ t	bitch	bitched	⋊ b ɪ t ʃ ⋉	⋊ b ɪ t ʃ t ⋉
2768	m ɔ l t	m ɔ l t ə d	malt	malted	⋊ m ɔ l t ⋉	⋊ m ɔ l t ɪ d ⋉
2769	n æ p	n æ p t	nap	napped	⋊ n ɑ p ⋉	⋊ n ɑ p t ⋉
2770	ə t ɛ n j u eɪ t	ə t ɛ n j u eɪ t ə d	attenuate	attenuated	⋊ ə t ɛ n j u e t ⋉	⋊ ə t ɛ n j u e t ɪ d ⋉
2771	b ɹ aɪ d ə l	b ɹ aɪ d ə l d	bridle	bridled	⋊ b ɹ a ɪ d ə l ⋉	⋊ b ɹ a ɪ d ə l d ⋉
2772	b ʌ ŋ g ə l	b ʌ ŋ g ə l d	bungle	bungled	⋊ b ʌ ŋ g ə l ⋉	⋊ b ʌ ŋ g ə l d ⋉
2773	b ɚ n ɪ ʃ	b ɚ n ɪ ʃ t	burnish	burnished	⋊ b ɛ ɹ n ɪ ʃ ⋉	⋊ b ɛ ɹ n ɪ ʃ t ⋉
2774	b ʌ s	b ʌ s t	bus	bused	⋊ b ʌ s ⋉	⋊ b ʌ s t ⋉
2775	d ɪ s ɛ n t	d ɪ s ɛ n t ə d	dissent	dissented	⋊ d ɪ s ɛ n t ⋉	⋊ d ɪ s ɛ n t ɪ d ⋉
2776	d ɪ z i	d ɪ z i d	dizzy	dizzied	⋊ d ɪ z i ⋉	⋊ d ɪ z i d ⋉
2777	ɪ m b a m	ɪ m b a m d	embalm	embalmed	⋊ ɪ m b a m ⋉	⋊ ɪ m b a m d ⋉
2778	ɪ k s t ɹ u d	ɪ k s t ɹ u d ə d	extrude	extruded	⋊ ɪ k s t ɹ u d ⋉	⋊ ɪ k s t ɹ u d ɪ d ⋉
2779	f aɪ n ə l aɪ z	f aɪ n ə l aɪ z d	finalize	finalized	⋊ f a ɪ n ə l a ɪ z ⋉	⋊ f a ɪ n ə l a ɪ z d ⋉
2780	f l ɛ k	f l ɛ k t	fleck	flecked	⋊ f l ɛ k ⋉	⋊ f l ɛ k t ⋉
2781	f ɹ ɛ ʃ ə n	f ɹ ɛ ʃ ə n d	freshen	freshened	⋊ f ɹ ɛ ʃ ə n ⋉	⋊ f ɹ ɛ ʃ ə n d ⋉
2782	g ɹ a v ə l	g ɹ a v ə l d	grovel	grovelled	⋊ g ɹ a v ə l ⋉	⋊ g ɹ a v ə l d ⋉
2783	aɪ d ə l aɪ z	aɪ d ə l aɪ z d	idolize	idolized	⋊ a ɪ d ə l a ɪ z ⋉	⋊ a ɪ d ə l a ɪ z d ⋉
2784	ɚ k	ɚ k t	irk	irked	⋊ ɛ ɹ k ⋉	⋊ ɛ ɹ k t ⋉
2785	dʒ ɪ g ə l	dʒ ɪ g ə l d	jiggle	jiggled	⋊ d ʒ ɪ g ə l ⋉	⋊ d ʒ ɪ g ə l d ⋉
2786	m ʌ g	m ʌ g d	mug	mugged	⋊ m ʌ g ⋉	⋊ m ʌ g d ⋉
2787	p ɔ l	p ɔ l d	pall	palled	⋊ p ɔ l ⋉	⋊ p ɔ l d ⋉
2788	p æ l p ɪ t eɪ t	p æ l p ɪ t eɪ t ə d	palpitate	palpitated	⋊ p ɑ l p ɪ t e t ⋉	⋊ p ɑ l p ɪ t e t ɪ d ⋉
2789	p æ t ə n t	p æ t ə n t ə d	patent	patented	⋊ p ɑ t ə n t ⋉	⋊ p ɑ t ə n t ɪ d ⋉
2790	p i k	p i k t	peak	peaked	⋊ p i k ⋉	⋊ p i k t ⋉
2791	p ɚ k ə l eɪ t	p ɚ k ə l eɪ t ə d	percolate	percolated	⋊ p ɛ ɹ k ə l e t ⋉	⋊ p ɛ ɹ k ə l e t ɪ d ⋉
2792	p ʌ l v ə ɹ aɪ z	p ʌ l v ə ɹ aɪ z d	pulverize	pulverized	⋊ p ʌ l v ə ɹ a ɪ z ⋉	⋊ p ʌ l v ə ɹ a ɪ z d ⋉
2793	ɹ ɪ f ɹ ɪ dʒ ə ɹ eɪ t	ɹ ɪ f ɹ ɪ dʒ ə ɹ eɪ t ə d	refrigerate	refrigerated	⋊ ɹ ɪ f ɹ ɪ d ʒ ə ɹ e t ⋉	⋊ ɹ ɪ f ɹ ɪ d ʒ ə ɹ e t ɪ d ⋉
2794	ɹ ɛ z ə n eɪ t	ɹ ɛ z ə n eɪ t ə d	resonate	resonated	⋊ ɹ ɛ z ə n e t ⋉	⋊ ɹ ɛ z ə n e t ɪ d ⋉
2795	ɹ ɪ k ə ʃ eɪ	ɹ ɪ k ə ʃ eɪ d	ricochet	ricochetted	⋊ ɹ ɪ k ə ʃ e ⋉	⋊ ɹ ɪ k ə ʃ e d ⋉
2796	ɹ a m p	ɹ a m p t	romp	romped	⋊ ɹ a m p ⋉	⋊ ɹ a m p t ⋉
2797	s k ɹ aɪ b	s k ɹ aɪ b d	scribe	scribed	⋊ s k ɹ a ɪ b ⋉	⋊ s k ɹ a ɪ b d ⋉
2798	s k ʌ l p t	s k ʌ l p t ə d	sculpt	sculpted	⋊ s k ʌ l p t ⋉	⋊ s k ʌ l p t ɪ d ⋉
2799	ʃ u	ʃ u d	shoo	shooed	⋊ ʃ u ⋉	⋊ ʃ u d ⋉
2800	ʃ oʊ ɹ	ʃ oʊ ɹ d	shore	shored	⋊ ʃ o ɹ ⋉	⋊ ʃ o ɹ d ⋉
2801	s ɪ l v ɚ	s ɪ l v ɚ d	silver	silvered	⋊ s ɪ l v ɛ ɹ ⋉	⋊ s ɪ l v ɛ ɹ d ⋉
2802	s p æ ŋ g ə l	s p æ ŋ g ə l d	spangle	spangled	⋊ s p ɑ ŋ g ə l ⋉	⋊ s p ɑ ŋ g ə l d ⋉
2803	s w æ g ɚ	s w æ g ɚ d	swagger	swaggered	⋊ s w ɑ g ɛ ɹ ⋉	⋊ s w ɑ g ɛ ɹ d ⋉
2804	s w ɪ g	s w ɪ g d	swig	swigged	⋊ s w ɪ g ⋉	⋊ s w ɪ g d ⋉
2805	t ɪ t ɚ	t ɪ t ɚ d	titter	tittered	⋊ t ɪ t ɛ ɹ ⋉	⋊ t ɪ t ɛ ɹ d ⋉
