index	wordform1	wordform2	wordform1_orth	wordform2_orth	stem	output
71844	g r aː b ə n	g ə g r aː b ə n	graben	gegraben	⋊ g r aː b ə n ⋉	⋊ g ə g r aː b ə n ⋉
71897	ɔ r t ə n	g ə ɔ r t ə t	orten	geortet	⋊ ɔ r t ə n ⋉	⋊ g ə ɔ r t ə t ⋉
71936	f ɛ r k ɔ m p l iː ts iː r ə n	f ɛ r k ɔ m p l iː ts iː r t	verkomplizieren	verkompliziert	⋊ f ɛ r k ɔ m p l iː ts iː r ə n ⋉	⋊ f ɛ r k ɔ m p l iː ts iː r t ⋉
71950	ai̯ n f ɛː x ə r n	ai̯ n g ə f ɛː x ə r t	einfächern	eingefächert	⋊ a i n f ɛː x ə r n ⋉	⋊ a i n g ə f ɛː x ə r t ⋉
71985	k n oː b ə l n	g ə k n oː b ə l t	knobeln	geknobelt	⋊ k n oː b ə l n ⋉	⋊ g ə k n oː b ə l t ⋉
72010	p ɔ l s t ə r n	g ə p ɔ l s t ə r t	polstern	gepolstert	⋊ p ɔ l s t ə r n ⋉	⋊ g ə p ɔ l s t ə r t ⋉
72013	au̯ f k l ɪ ŋ ə n	au̯ f g ə k l ʊ ŋ ə n	aufklingen	aufgeklungen	⋊ a u f k l ɪ ŋ ə n ⋉	⋊ a u f g ə k l ʊ ŋ ə n ⋉
72064	f ɛ r h ɛ d ə r n	f ɛ r h ɛ d ə r t	verheddern	verheddert	⋊ f ɛ r h ɛ d ə r n ⋉	⋊ f ɛ r h ɛ d ə r t ⋉
72076	ts ɛ r b r ɛ x ə n	ts ɛ r b r ɔ x ə n	zerbrechen	zerbrochen	⋊ ts ɛ r b r ɛ x ə n ⋉	⋊ ts ɛ r b r ɔ x ə n ⋉
72204	h ɛ r au̯ s ʃ t ɛ l ə n	h ɛ r au̯ s g ə ʃ t ɛ l t	herausstellen	herausgestellt	⋊ h ɛ r a u s ʃ t ɛ l ə n ⋉	⋊ h ɛ r a u s g ə ʃ t ɛ l t ⋉
72209	b ə ʃ n ʊ p ə r n	b ə ʃ n ʊ p ə r t	beschnuppern	beschnuppert	⋊ b ə ʃ n ʊ p ə r n ⋉	⋊ b ə ʃ n ʊ p ə r t ⋉
72218	z oː ts iː aː l iː z iː r ə n	z oː ts iː aː l iː z iː r t	sozialisieren	sozialisiert	⋊ z oː ts iː aː l iː z iː r ə n ⋉	⋊ z oː ts iː aː l iː z iː r t ⋉
72258	p ɪ n z ə l n	g ə p ɪ n z ə l t	pinseln	gepinselt	⋊ p ɪ n z ə l n ⋉	⋊ g ə p ɪ n z ə l t ⋉
72264	b ə ts ai̯ x n ə n	b ə ts ai̯ x n ə t	bezeichnen	bezeichnet	⋊ b ə ts a i x n ə n ⋉	⋊ b ə ts a i x n ə t ⋉
72299	ɛ r ʃ p ɛː ə n	ɛ r ʃ p ɛː t	erspaehen	erspaeht	⋊ ɛ r ʃ p ɛː ə n ⋉	⋊ ɛ r ʃ p ɛː t ⋉
72344	d ʊ r ç ts ai̯ x n ə n	d ʊ r ç g ə ts ai̯ x n ə t	durchzeichnen	durchgezeichnet	⋊ d ʊ r ç ts a i x n ə n ⋉	⋊ d ʊ r ç g ə ts a i x n ə t ⋉
72437	n ɛ n ə n	g ə n a n t	nennen	genannt	⋊ n ɛ n ə n ⋉	⋊ g ə n a n t ⋉
72471	h ai̯ m ə l n	g ə h ai̯ m ə l t	heimeln	geheimelt	⋊ h a i m ə l n ⋉	⋊ g ə h a i m ə l t ⋉
72525	f oː r l iː g ə n	f oː r g ə l eː g ə n	vorliegen	vorgelegen	⋊ f oː r l iː g ə n ⋉	⋊ f oː r g ə l eː g ə n ⋉
72559	f ɛ r g r ai̯ f ə n	f ɛ r g r ɪ f ə n	vergreifen	vergriffen	⋊ f ɛ r g r a i f ə n ⋉	⋊ f ɛ r g r ɪ f ə n ⋉
72600	ɛ m pf a ŋ ə n	ɛ m pf a ŋ ə n	empfangen	empfangen	⋊ ɛ m pf a ŋ ə n ⋉	⋊ ɛ m pf a ŋ ə n ⋉
72603	k n a b ə r n	g ə k n a b ə r t	knabbern	geknabbert	⋊ k n a b ə r n ⋉	⋊ g ə k n a b ə r t ⋉
72632	z au̯ z ə n l a s ə n	z au̯ z ə n l a s ə n	sausenlassen	sausenlassen	⋊ z a u z ə n l a s ə n ⋉	⋊ z a u z ə n l a s ə n ⋉
72672	k ɔ n t r ɔ l iː r ə n	k ɔ n t r ɔ l iː r t	kontrollieren	kontrolliert	⋊ k ɔ n t r ɔ l iː r ə n ⋉	⋊ k ɔ n t r ɔ l iː r t ⋉
72675	h ɛ r ʊ m l au̯ f ə n	h ɛ r ʊ m g ə l au̯ f ə n	herumlaufen	herumgelaufen	⋊ h ɛ r ʊ m l a u f ə n ⋉	⋊ h ɛ r ʊ m g ə l a u f ə n ⋉
72722	d ʊ r ç f aː r ə n	d ʊ r ç g ə f aː r ə n	durchfahren	durchgefahren	⋊ d ʊ r ç f aː r ə n ⋉	⋊ d ʊ r ç g ə f aː r ə n ⋉
72734	ʊ m h ʏ l ə n	ʊ m h ʏ l t	umhüllen	umhüllt	⋊ ʊ m h ʏ l ə n ⋉	⋊ ʊ m h ʏ l t ⋉
72746	h ɪ n au̯ s d r ɛ ŋ ə n	h ɪ n au̯ s g ə d r ɛ ŋ t	hinausdrängen	hinausgedrängt	⋊ h ɪ n a u s d r ɛ ŋ ə n ⋉	⋊ h ɪ n a u s g ə d r ɛ ŋ t ⋉
72752	t r øː s t ə n	g ə t r øː s t ə t	trösten	getröstet	⋊ t r øː s t ə n ⋉	⋊ g ə t r øː s t ə t ⋉
72753	yː b ə r v ɛ l t ɪ g ə n	yː b ə r v ɛ l t ɪ ç t	überwältigen	überwältigt	⋊ yː b ə r v ɛ l t ɪ g ə n ⋉	⋊ yː b ə r v ɛ l t ɪ ç t ⋉
72758	ɛ k s k ʊ l p iː r ə n	ɛ k s k ʊ l p iː r t	exkulpieren	exkulpiert	⋊ ɛ k s k ʊ l p iː r ə n ⋉	⋊ ɛ k s k ʊ l p iː r t ⋉
72781	au̯ f d ɛ m ə r n	au̯ f g ə d ɛ m ə r t	aufdämmern	aufgedämmert	⋊ a u f d ɛ m ə r n ⋉	⋊ a u f g ə d ɛ m ə r t ⋉
72786	v ɪ ŋ k uː l iː r ə n	v ɪ ŋ k uː l iː r t	vinkulieren	vinkuliert	⋊ v ɪ ŋ k uː l iː r ə n ⋉	⋊ v ɪ ŋ k uː l iː r t ⋉
72803	t r iː a ŋ g uː l iː r ə n	t r iː a ŋ g uː l iː r t	triangulieren	trianguliert	⋊ t r iː a ŋ g uː l iː r ə n ⋉	⋊ t r iː a ŋ g uː l iː r t ⋉
72881	a n h øː r ə n	a n g ə h øː r t	anhören	angehört	⋊ a n h øː r ə n ⋉	⋊ a n g ə h øː r t ⋉
72903	f l ʊ k t uː iː r ə n	f l ʊ k t uː iː r t	fluktuieren	fluktuiert	⋊ f l ʊ k t uː iː r ə n ⋉	⋊ f l ʊ k t uː iː r t ⋉
72911	a p ʃ l ɛ m ə n	a p g ə ʃ l ɛ m t	abschlämmen	abgeschlämmt	⋊ a p ʃ l ɛ m ə n ⋉	⋊ a p g ə ʃ l ɛ m t ⋉
72939	ʃ a r ə n	g ə ʃ a r t	scharren	gescharrt	⋊ ʃ a r ə n ⋉	⋊ g ə ʃ a r t ⋉
72970	n aː x f aː r ə n	n aː x g ə f aː r ə n	nachfahren	nachgefahren	⋊ n aː x f aː r ə n ⋉	⋊ n aː x g ə f aː r ə n ⋉
73051	v ai̯ t ə r v ɔ l ə n	v ai̯ t ə r g ə v ɔ l t	weiterwollen	weitergewollt	⋊ v a i t ə r v ɔ l ə n ⋉	⋊ v a i t ə r g ə v ɔ l t ⋉
73056	ɪ r ə g eː ə n	ɪ r ə g ə g a ŋ ə n	irregehen	irregegangen	⋊ ɪ r ə g eː ə n ⋉	⋊ ɪ r ə g ə g a ŋ ə n ⋉
73060	p a ts iː f iː ts iː r ə n	p a ts iː f iː ts iː r t	pazifizieren	pazifiziert	⋊ p a ts iː f iː ts iː r ə n ⋉	⋊ p a ts iː f iː ts iː r t ⋉
73158	ts uː z a m ə n ʃ v ai̯ s ə n	ts uː z a m ə n g ə ʃ v ai̯ s t	zusammenschweissen	zusammengeschweisst	⋊ ts uː z a m ə n ʃ v a i s ə n ⋉	⋊ ts uː z a m ə n g ə ʃ v a i s t ⋉
73174	a k l iː m a t iː z iː r ə n	a k l iː m a t iː z iː r t	akklimatisieren	akklimatisiert	⋊ a k l iː m a t iː z iː r ə n ⋉	⋊ a k l iː m a t iː z iː r t ⋉
73189	ʊ n t ə r k ɛ l ə r n	ʊ n t ə r k ɛ l ə r t	unterkellern	unterkellert	⋊ ʊ n t ə r k ɛ l ə r n ⋉	⋊ ʊ n t ə r k ɛ l ə r t ⋉
73206	m yː t oː l oː g iː z iː r ə n	m yː t oː l oː g iː z iː r t	mythologisieren	mythologisiert	⋊ m yː t oː l oː g iː z iː r ə n ⋉	⋊ m yː t oː l oː g iː z iː r t ⋉
73250	t a l g ə n	g ə t a l k t	talgen	getalgt	⋊ t a l g ə n ⋉	⋊ g ə t a l k t ⋉
73253	r eː b ɛ l iː r ə n	r eː b ɛ l iː r t	rebellieren	rebelliert	⋊ r eː b ɛ l iː r ə n ⋉	⋊ r eː b ɛ l iː r t ⋉
73262	b l ai̯ x ə n	g ə b l ai̯ x t	bleichen	gebleicht	⋊ b l a i x ə n ⋉	⋊ g ə b l a i x t ⋉
73306	ʃ ɪ m ə l n	g ə ʃ ɪ m ə l t	schimmeln	geschimmelt	⋊ ʃ ɪ m ə l n ⋉	⋊ g ə ʃ ɪ m ə l t ⋉
73319	g a k s ə n	g ə g a k s t	gacksen	gegackst	⋊ g a k s ə n ⋉	⋊ g ə g a k s t ⋉
73332	a p b iː g ə n	a p g ə b oː g ə n	abbiegen	abgebogen	⋊ a p b iː g ə n ⋉	⋊ a p g ə b oː g ə n ⋉
73339	au̯ s ʃ ɛ ŋ k ə n	au̯ s g ə ʃ ɛ ŋ k t	ausschenken	ausgeschenkt	⋊ a u s ʃ ɛ ŋ k ə n ⋉	⋊ a u s g ə ʃ ɛ ŋ k t ⋉
73404	ts ɛ r ʃ t r ai̯ t ə n	ts ɛ r ʃ t r ɪ t ə n	zerstreiten	zerstritten	⋊ ts ɛ r ʃ t r a i t ə n ⋉	⋊ ts ɛ r ʃ t r ɪ t ə n ⋉
73413	b l ʊ f ə n	g ə b l ʊ f t	bluffen	geblufft	⋊ b l ʊ f ə n ⋉	⋊ g ə b l ʊ f t ⋉
73416	ʃ r a m ə n	g ə ʃ r a m t	schrammen	geschrammt	⋊ ʃ r a m ə n ⋉	⋊ g ə ʃ r a m t ⋉
73418	r œ n t g ə n	g ə r œ n t k t	röntgen	geröntgt	⋊ r œ n t g ə n ⋉	⋊ g ə r œ n t k t ⋉
73434	b ə v a x ə n	b ə v a x t	bewachen	bewacht	⋊ b ə v a x ə n ⋉	⋊ b ə v a x t ⋉
73499	d ɔ p ə l n	g ə d ɔ p ə l t	doppeln	gedoppelt	⋊ d ɔ p ə l n ⋉	⋊ g ə d ɔ p ə l t ⋉
73510	yː b ə r d eː n ə n	yː b ə r d eː n t	überdehnen	überdehnt	⋊ yː b ə r d eː n ə n ⋉	⋊ yː b ə r d eː n t ⋉
73518	f ɛ r r a m ə l n	f ɛ r r a m ə l t	verrammeln	verrammelt	⋊ f ɛ r r a m ə l n ⋉	⋊ f ɛ r r a m ə l t ⋉
73538	m oː f ə l n	g ə m oː f ə l t	mofeln	gemofelt	⋊ m oː f ə l n ⋉	⋊ g ə m oː f ə l t ⋉
73553	k ɔ m p iː l iː r ə n	k ɔ m p iː l iː r t	kompilieren	kompiliert	⋊ k ɔ m p iː l iː r ə n ⋉	⋊ k ɔ m p iː l iː r t ⋉
73574	f ɛ r h a s p ə l n	f ɛ r h a s p ə l t	verhaspeln	verhaspelt	⋊ f ɛ r h a s p ə l n ⋉	⋊ f ɛ r h a s p ə l t ⋉
73593	n aː x d a t iː r ə n	n aː x d a t iː r t	nachdatieren	nachdatiert	⋊ n aː x d a t iː r ə n ⋉	⋊ n aː x d a t iː r t ⋉
73627	a p ʃ t r ɛ ŋ ə n	a p g ə ʃ t r ɛ ŋ t	absträngen	abgesträngt	⋊ a p ʃ t r ɛ ŋ ə n ⋉	⋊ a p g ə ʃ t r ɛ ŋ t ⋉
73656	b l ɪ ŋ k ə r n	g ə b l ɪ ŋ k ə r t	blinkern	geblinkert	⋊ b l ɪ ŋ k ə r n ⋉	⋊ g ə b l ɪ ŋ k ə r t ⋉
73660	f ʊ ŋ k ə l n	g ə f ʊ ŋ k ə l t	funkeln	gefunkelt	⋊ f ʊ ŋ k ə l n ⋉	⋊ g ə f ʊ ŋ k ə l t ⋉
73673	k ɔ n f eː r iː r ə n	k ɔ n f eː r iː r t	konferieren	konferiert	⋊ k ɔ n f eː r iː r ə n ⋉	⋊ k ɔ n f eː r iː r t ⋉
73690	ʃ v ɛ m ə n	g ə ʃ v ɛ m t	schwemmen	geschwemmt	⋊ ʃ v ɛ m ə n ⋉	⋊ g ə ʃ v ɛ m t ⋉
73704	au̯ s ts ɛː l ə n	au̯ s g ə ts ɛː l t	auszaehlen	ausgezaehlt	⋊ a u s ts ɛː l ə n ⋉	⋊ a u s g ə ts ɛː l t ⋉
73724	a n b ə r au̯ m ə n	a n b ə r au̯ m t	anberaumen	anberaumt	⋊ a n b ə r a u m ə n ⋉	⋊ a n b ə r a u m t ⋉
73752	yː b ə r l aː d ə n	yː b ə r l aː d ə n	überladen	überladen	⋊ yː b ə r l aː d ə n ⋉	⋊ yː b ə r l aː d ə n ⋉
73809	t r ɔ k ə n ʃ l oi̯ d ə r n	t r ɔ k ə n g ə ʃ l oi̯ d ə r t	trockenschleudern	trockengeschleudert	⋊ t r ɔ k ə n ʃ l o i d ə r n ⋉	⋊ t r ɔ k ə n g ə ʃ l o i d ə r t ⋉
73813	ai̯ n l a s ə n	ai̯ n g ə l a s ə n	einlassen	eingelassen	⋊ a i n l a s ə n ⋉	⋊ a i n g ə l a s ə n ⋉
73832	b a z iː r ə n	b a z iː r t	basieren	basiert	⋊ b a z iː r ə n ⋉	⋊ b a z iː r t ⋉
73848	d ɛ m ə r n	g ə d ɛ m ə r t	dämmern	gedämmert	⋊ d ɛ m ə r n ⋉	⋊ g ə d ɛ m ə r t ⋉
73936	eː r oː t iː z iː r ə n	eː r oː t iː z iː r t	erotisieren	erotisiert	⋊ eː r oː t iː z iː r ə n ⋉	⋊ eː r oː t iː z iː r t ⋉
73966	k l ɛ k ə n	g ə k l ɛ k t	klecken	gekleckt	⋊ k l ɛ k ə n ⋉	⋊ g ə k l ɛ k t ⋉
73976	v ɛ k r ai̯ s ə n	v ɛ k g ə r ɪ s ə n	wegreissen	weggerissen	⋊ v ɛ k r a i s ə n ⋉	⋊ v ɛ k g ə r ɪ s ə n ⋉
73979	f yː z iː l iː r ə n	f yː z iː l iː r t	füsilieren	füsiliert	⋊ f yː z iː l iː r ə n ⋉	⋊ f yː z iː l iː r t ⋉
73999	a p t r ɔ pf ə n	a p g ə t r ɔ pf t	abtropfen	abgetropft	⋊ a p t r ɔ pf ə n ⋉	⋊ a p g ə t r ɔ pf t ⋉
74004	k ɪ p ə l n	g ə k ɪ p ə l t	kippeln	gekippelt	⋊ k ɪ p ə l n ⋉	⋊ g ə k ɪ p ə l t ⋉
74010	ʊ m a d r ɛ s iː r ə n	ʊ m a d r ɛ s iː r t	umadressieren	umadressiert	⋊ ʊ m a d r ɛ s iː r ə n ⋉	⋊ ʊ m a d r ɛ s iː r t ⋉
74028	au̯ s z iː d ə l n	au̯ s g ə z iː d ə l t	aussiedeln	ausgesiedelt	⋊ a u s z iː d ə l n ⋉	⋊ a u s g ə z iː d ə l t ⋉
74102	f ɔ r t h aː b ə n	f ɔ r t g ə h aː p t	forthaben	fortgehabt	⋊ f ɔ r t h aː b ə n ⋉	⋊ f ɔ r t g ə h aː p t ⋉
74134	ts uː m ɛ s ə n	ts uː g ə m ɛ s ə n	zumessen	zugemessen	⋊ ts uː m ɛ s ə n ⋉	⋊ ts uː g ə m ɛ s ə n ⋉
74136	ɛ n t ə r n	g ə ɛ n t ə r t	entern	geentert	⋊ ɛ n t ə r n ⋉	⋊ g ə ɛ n t ə r t ⋉
74224	ai̯ n v ɛ r t s g eː ə n	ai̯ n v ɛ r t s g ə g a ŋ ə n	einwärtsgehen	einwärtsgegangen	⋊ a i n v ɛ r t s g eː ə n ⋉	⋊ a i n v ɛ r t s g ə g a ŋ ə n ⋉
74277	f ɛ r h aː k ə n	f ɛ r h aː k t	verhaken	verhakt	⋊ f ɛ r h aː k ə n ⋉	⋊ f ɛ r h aː k t ⋉
74278	au̯ f ʃ au̯ k ə l n	au̯ f g ə ʃ au̯ k ə l t	aufschaukeln	aufgeschaukelt	⋊ a u f ʃ a u k ə l n ⋉	⋊ a u f g ə ʃ a u k ə l t ⋉
74279	ʃ t a r ə n	g ə ʃ t a r t	starren	gestarrt	⋊ ʃ t a r ə n ⋉	⋊ g ə ʃ t a r t ⋉
74287	au̯ s k n ɪ p s ə n	au̯ s g ə k n ɪ p s t	ausknipsen	ausgeknipst	⋊ a u s k n ɪ p s ə n ⋉	⋊ a u s g ə k n ɪ p s t ⋉
74289	f oː r a n k ɔ m ə n	f oː r a n g ə k ɔ m ə n	vorankommen	vorangekommen	⋊ f oː r a n k ɔ m ə n ⋉	⋊ f oː r a n g ə k ɔ m ə n ⋉
74297	b ə k l aː g ə n	b ə k l aː k t	beklagen	beklagt	⋊ b ə k l aː g ə n ⋉	⋊ b ə k l aː k t ⋉
74298	s ts ɪ n t ɪ l iː r ə n	s ts ɪ n t ɪ l iː r t	szintillieren	szintilliert	⋊ s ts ɪ n t ɪ l iː r ə n ⋉	⋊ s ts ɪ n t ɪ l iː r t ⋉
74325	ʊ m h eː r l iː g ə n	ʊ m h eː r g ə l eː g ə n	umherliegen	umhergelegen	⋊ ʊ m h eː r l iː g ə n ⋉	⋊ ʊ m h eː r g ə l eː g ə n ⋉
74341	a p r eː b ə l n	a p g ə r eː b ə l t	abrebeln	abgerebelt	⋊ a p r eː b ə l n ⋉	⋊ a p g ə r eː b ə l t ⋉
74353	a p h ɔ r x ə n	a p g ə h ɔ r ç t	abhorchen	abgehorcht	⋊ a p h ɔ r x ə n ⋉	⋊ a p g ə h ɔ r ç t ⋉
74359	r eː p r oː d uː ts iː r ə n	r eː p r oː d uː ts iː r t	reproduzieren	reproduziert	⋊ r eː p r oː d uː ts iː r ə n ⋉	⋊ r eː p r oː d uː ts iː r t ⋉
74362	f ɛ r g ɪ f t ə n	f ɛ r g ɪ f t ə t	vergiften	vergiftet	⋊ f ɛ r g ɪ f t ə n ⋉	⋊ f ɛ r g ɪ f t ə t ⋉
74375	g a k ə r n	g ə g a k ə r t	gackern	gegackert	⋊ g a k ə r n ⋉	⋊ g ə g a k ə r t ⋉
74424	h eː r f a l ə n	h eː r g ə f a l ə n	herfallen	hergefallen	⋊ h eː r f a l ə n ⋉	⋊ h eː r g ə f a l ə n ⋉
74455	ɛ n t m a g n eː t iː z iː r ə n	ɛ n t m a g n eː t iː z iː r t	entmagnetisieren	entmagnetisiert	⋊ ɛ n t m a g n eː t iː z iː r ə n ⋉	⋊ ɛ n t m a g n eː t iː z iː r t ⋉
74487	ɛ n t v ɛ s ə r n	ɛ n t v ɛ s ə r t	entwässern	entwässert	⋊ ɛ n t v ɛ s ə r n ⋉	⋊ ɛ n t v ɛ s ə r t ⋉
74517	v ai̯ t ə r m a x ə n	v ai̯ t ə r g ə m a x t	weitermachen	weitergemacht	⋊ v a i t ə r m a x ə n ⋉	⋊ v a i t ə r g ə m a x t ⋉
74549	v ai̯ t ə r f l iː g ə n	v ai̯ t ə r g ə f l oː g ə n	weiterfliegen	weitergeflogen	⋊ v a i t ə r f l iː g ə n ⋉	⋊ v a i t ə r g ə f l oː g ə n ⋉
74564	v iː ə r n	g ə v iː ə r t	wiehern	gewiehert	⋊ v iː ə r n ⋉	⋊ g ə v iː ə r t ⋉
74591	yː b ə r r ai̯ ts ə n	yː b ə r r ai̯ ts t	überreizen	überreizt	⋊ yː b ə r r a i ts ə n ⋉	⋊ yː b ə r r a i ts t ⋉
74698	v ai̯ t ə r f ɛ r m ɪ t ə l n	v ai̯ t ə r f ɛ r m ɪ t ə l t	weitervermitteln	weitervermittelt	⋊ v a i t ə r f ɛ r m ɪ t ə l n ⋉	⋊ v a i t ə r f ɛ r m ɪ t ə l t ⋉
74706	a n ʃ t ɪ m ə n	a n g ə ʃ t ɪ m t	anstimmen	angestimmt	⋊ a n ʃ t ɪ m ə n ⋉	⋊ a n g ə ʃ t ɪ m t ⋉
74708	ɛ r k yː n ə n	ɛ r k yː n t	erkühnen	erkühnt	⋊ ɛ r k yː n ə n ⋉	⋊ ɛ r k yː n t ⋉
74732	b r au̯ x ə n	g ə b r au̯ x t	brauchen	gebraucht	⋊ b r a u x ə n ⋉	⋊ g ə b r a u x t ⋉
74734	r au̯ f ə n	g ə r au̯ f t	raufen	gerauft	⋊ r a u f ə n ⋉	⋊ g ə r a u f t ⋉
74817	au̯ f p ɛ p ə l n	au̯ f g ə p ɛ p ə l t	aufpäppeln	aufgepäppelt	⋊ a u f p ɛ p ə l n ⋉	⋊ a u f g ə p ɛ p ə l t ⋉
74833	h ɪ n z iː x ə n	h ɪ n g ə z iː x t	hinsiechen	hingesiecht	⋊ h ɪ n z iː x ə n ⋉	⋊ h ɪ n g ə z iː x t ⋉
74848	m ɛ ts ə n	g ə m ɛ ts t	metzen	gemetzt	⋊ m ɛ ts ə n ⋉	⋊ g ə m ɛ ts t ⋉
74893	z ɛ k s uː a l iː z iː r ə n	z ɛ k s uː a l iː z iː r t	sexualisieren	sexualisiert	⋊ z ɛ k s uː a l iː z iː r ə n ⋉	⋊ z ɛ k s uː a l iː z iː r t ⋉
74914	f ɛ r ʃ t ɛ l ə n	f ɛ r ʃ t ɛ l t	verstellen	verstellt	⋊ f ɛ r ʃ t ɛ l ə n ⋉	⋊ f ɛ r ʃ t ɛ l t ⋉
74926	aː t m ə n	g ə aː t m ə t	atmen	geatmet	⋊ aː t m ə n ⋉	⋊ g ə aː t m ə t ⋉
74947	ai̯ n ʃ p ɪ n ə n	ai̯ n g ə ʃ p ɔ n ə n	einspinnen	eingesponnen	⋊ a i n ʃ p ɪ n ə n ⋉	⋊ a i n g ə ʃ p ɔ n ə n ⋉
74969	ʃ t ɪ l l eː g ə n	ʃ t ɪ l g ə l eː k t	stillegen	stillgelegt	⋊ ʃ t ɪ l l eː g ə n ⋉	⋊ ʃ t ɪ l g ə l eː k t ⋉
75023	r eː k ɔ n v a l ɛ s ts iː r ə n	r eː k ɔ n v a l ɛ s ts iː r t	rekonvaleszieren	rekonvalesziert	⋊ r eː k ɔ n v a l ɛ s ts iː r ə n ⋉	⋊ r eː k ɔ n v a l ɛ s ts iː r t ⋉
75045	t yː p ə n	g ə t yː p t	typen	getypt	⋊ t yː p ə n ⋉	⋊ g ə t yː p t ⋉
75088	k l a m yː z ə r n	g ə k l a m yː z ə r t	klamüsern	geklamüsert	⋊ k l a m yː z ə r n ⋉	⋊ g ə k l a m yː z ə r t ⋉
75166	m ɪ ʃ ə n	g ə m ɪ ʃ t	mischen	gemischt	⋊ m ɪ ʃ ə n ⋉	⋊ g ə m ɪ ʃ t ⋉
75185	ʃ p ai̯ z ə n	g ə ʃ p ai̯ s t	speisen	gespeist	⋊ ʃ p a i z ə n ⋉	⋊ g ə ʃ p a i s t ⋉
75190	b a s t a r d iː r ə n	b a s t a r d iː r t	bastardieren	bastardiert	⋊ b a s t a r d iː r ə n ⋉	⋊ b a s t a r d iː r t ⋉
75207	d ʊ r ç t r ɛ n iː r ə n	d ʊ r ç t r ɛ n iː r t	durchtrainieren	durchtrainiert	⋊ d ʊ r ç t r ɛ n iː r ə n ⋉	⋊ d ʊ r ç t r ɛ n iː r t ⋉
75245	a n g ə l oː b ə n	a n g ə l oː p t	angeloben	angelobt	⋊ a n g ə l oː b ə n ⋉	⋊ a n g ə l oː p t ⋉
75257	ɛ n t k r a m pf ə n	ɛ n t k r a m pf t	entkrampfen	entkrampft	⋊ ɛ n t k r a m pf ə n ⋉	⋊ ɛ n t k r a m pf t ⋉
75265	b ə ʃ t ɪ m ə n	b ə ʃ t ɪ m t	bestimmen	bestimmt	⋊ b ə ʃ t ɪ m ə n ⋉	⋊ b ə ʃ t ɪ m t ⋉
75274	r eː m ɔ n t iː r ə n	r eː m ɔ n t iː r t	remontieren	remontiert	⋊ r eː m ɔ n t iː r ə n ⋉	⋊ r eː m ɔ n t iː r t ⋉
75278	ʊ m ʃ ʊ l d ə n	ʊ m g ə ʃ ʊ l d ə t	umschulden	umgeschuldet	⋊ ʊ m ʃ ʊ l d ə n ⋉	⋊ ʊ m g ə ʃ ʊ l d ə t ⋉
75286	ʊ m pf l yː g ə n	ʊ m g ə pf l yː k t	umpflügen	umgepflügt	⋊ ʊ m pf l yː g ə n ⋉	⋊ ʊ m g ə pf l yː k t ⋉
75309	h øː r ə n	g ə h øː r t	hören	gehört	⋊ h øː r ə n ⋉	⋊ g ə h øː r t ⋉
75328	t r iː ʊ m f iː r ə n	t r iː ʊ m f iː r t	triumphieren	triumphiert	⋊ t r iː ʊ m f iː r ə n ⋉	⋊ t r iː ʊ m f iː r t ⋉
75341	d ʊ r ç v a x ə n	d ʊ r ç v a x t	durchwachen	durchwacht	⋊ d ʊ r ç v a x ə n ⋉	⋊ d ʊ r ç v a x t ⋉
75369	m iː k r oː s k oː p iː r ə n	m iː k r oː s k oː p iː r t	mikroskopieren	mikroskopiert	⋊ m iː k r oː s k oː p iː r ə n ⋉	⋊ m iː k r oː s k oː p iː r t ⋉
75370	r a t ʃ l aː g ə n	g ə r a t ʃ l aː k t	ratschlagen	geratschlagt	⋊ r a t ʃ l aː g ə n ⋉	⋊ g ə r a t ʃ l aː k t ⋉
75394	ts ɛ r z ɛː g ə n	ts ɛ r z ɛː k t	zersägen	zersägt	⋊ ts ɛ r z ɛː g ə n ⋉	⋊ ts ɛ r z ɛː k t ⋉
75411	k uː h a n d ə l n	g ə k uː h a n d ə l t	kuhhandeln	gekuhhandelt	⋊ k uː h a n d ə l n ⋉	⋊ g ə k uː h a n d ə l t ⋉
75422	f a x ə n	g ə f a x t	fachen	gefacht	⋊ f a x ə n ⋉	⋊ g ə f a x t ⋉
75561	ʊ m h eː r ʃ v ai̯ f ə n	ʊ m h eː r g ə ʃ v ai̯ f t	umherschweifen	umhergeschweift	⋊ ʊ m h eː r ʃ v a i f ə n ⋉	⋊ ʊ m h eː r g ə ʃ v a i f t ⋉
75591	f ɛ r b r yː ə n	f ɛ r b r yː t	verbrühen	verbrüht	⋊ f ɛ r b r yː ə n ⋉	⋊ f ɛ r b r yː t ⋉
75661	d ʊ r ç f oi̯ x t ə n	d ʊ r ç f oi̯ x t ə t	durchfeuchten	durchfeuchtet	⋊ d ʊ r ç f o i x t ə n ⋉	⋊ d ʊ r ç f o i x t ə t ⋉
75662	ɛ r f ʏ l ə n	ɛ r f ʏ l t	erfüllen	erfüllt	⋊ ɛ r f ʏ l ə n ⋉	⋊ ɛ r f ʏ l t ⋉
75697	v ɪ n t ə r n	g ə v ɪ n t ə r t	wintern	gewintert	⋊ v ɪ n t ə r n ⋉	⋊ g ə v ɪ n t ə r t ⋉
75699	f ɛ r a n ʃ au̯ l ɪ x ə n	f ɛ r a n ʃ au̯ l ɪ ç t	veranschaulichen	veranschaulicht	⋊ f ɛ r a n ʃ a u l ɪ x ə n ⋉	⋊ f ɛ r a n ʃ a u l ɪ ç t ⋉
