level_0	index	wordform1	wordform2	wordform1_orth	wordform2_orth	stem	output
50838	68386	b ɔ f ə	b ɔ f t ə	boffen	boften	⋊ b ɔ f ə ⋉	⋊ b ɔ f t ə ⋉
50842	68392	aː ɣ iː t eː r ə	aː ɣ iː t eː r d ə	agiteren	agiteerden	⋊ aː ɣ iː t eː r ə ⋉	⋊ aː ɣ iː t eː r d ə ⋉
50844	68394	ɔ p k oː p ə	ɔ p k ɔ x t ə	opkopen	opkochten	⋊ ɔ p k oː p ə ⋉	⋊ ɔ p k ɔ x t ə ⋉
50850	68403	s t ɔ f eː r ə	s t ɔ f eː r d ə	stofferen	stoffeerden	⋊ s t ɔ f eː r ə ⋉	⋊ s t ɔ f eː r d ə ⋉
50857	68411	ɔ p w r uː t ə	ɔ p w r uː t ə	opwroeten	opwroetten	⋊ ɔ p w r uː t ə ⋉	⋊ ɔ p w r uː t ə ⋉
50861	68420	v r ɛɪ w iː l ə	v r ɛɪ w iː l d ə	vrijwielen	vrijwielden	⋊ v r ɛ ɪ w iː l ə ⋉	⋊ v r ɛ ɪ w iː l d ə ⋉
50865	68426	x eː s ə l ə	x eː s ə l d ə	geselen	geselden	⋊ x eː s ə l ə ⋉	⋊ x eː s ə l d ə ⋉
50866	68427	p aː t ə r ə	p aː t ə r d ə	peuteren	peuterden	⋊ p aː t ə r ə ⋉	⋊ p aː t ə r d ə ⋉
50869	68430	r uː r ə	r uː r d ə	roeren	roerden	⋊ r uː r ə ⋉	⋊ r uː r d ə ⋉
50878	68446	t ə r ʊ x f ə r w ɛɪ z ə	t ə r ʊ x f ə r w eː z ə	terugverwijzen	terugverwezen	⋊ t ə r ʊ x f ə r w ɛ ɪ z ə ⋉	⋊ t ə r ʊ x f ə r w eː z ə ⋉
50879	68449	ɔ p w ɑ n d ə l ə	ɔ p w ɑ n d ə l d ə	opwandelen	opwandelden	⋊ ɔ p w ɑ n d ə l ə ⋉	⋊ ɔ p w ɑ n d ə l d ə ⋉
50885	68455	aː ŋ ɣ ɔ r d ə	aː ŋ ɣ ɔ r d ə	aangorden	aangordden	⋊ aː ŋ ɣ ɔ r d ə ⋉	⋊ aː ŋ ɣ ɔ r d ə ⋉
50886	68458	ʊɪ t m ɔ n s t ə r ə	ʊɪ t m ɔ n s t ə r d ə	uitmonsteren	uitmonsterden	⋊ ʊ ɪ t m ɔ n s t ə r ə ⋉	⋊ ʊ ɪ t m ɔ n s t ə r d ə ⋉
50887	68459	f l aː ɣ ɛ l eː r ə	f l aː ɣ ɛ l eː r d ə	flagelleren	flagelleerden	⋊ f l aː ɣ ɛ l eː r ə ⋉	⋊ f l aː ɣ ɛ l eː r d ə ⋉
50908	68482	n aː d r aː n ə	n aː d r aː n d ə	nadreunen	nadreunden	⋊ n aː d r aː n ə ⋉	⋊ n aː d r aː n d ə ⋉
50919	68494	ɔ n t x l uː j ə	ɔ n t x l uː j d ə	ontgloeien	ontgloeiden	⋊ ɔ n t x l uː j ə ⋉	⋊ ɔ n t x l uː j d ə ⋉
50936	68517	z ʊɪ ɣ ə	z oː ɣ ə	zuigen	zogen	⋊ z ʊ ɪ ɣ ə ⋉	⋊ z oː ɣ ə ⋉
50938	68520	ɑ f s p uː l ə	ɑ f s p uː l d ə	afspoelen	afspoelden	⋊ ɑ f s p uː l ə ⋉	⋊ ɑ f s p uː l d ə ⋉
50948	68532	s p ʊɪ t ə	s p oː t ə	spuiten	spoten	⋊ s p ʊ ɪ t ə ⋉	⋊ s p oː t ə ⋉
50955	68544	ɪ ŋ k w ɑ k ə	ɪ ŋ k w ɑ k t ə	inkwakken	inkwakten	⋊ ɪ ŋ k w ɑ k ə ⋉	⋊ ɪ ŋ k w ɑ k t ə ⋉
50960	68557	v ə r l ɛ p ə	v ə r l ɛ p t ə	verleppen	verlepten	⋊ v ə r l ɛ p ə ⋉	⋊ v ə r l ɛ p t ə ⋉
50985	68589	h ɛ r k iː z ə	h ɛ r k oː z ə	herkiezen	herkozen	⋊ h ɛ r k iː z ə ⋉	⋊ h ɛ r k oː z ə ⋉
50997	68605	l eː ɣ l oː p ə	l eː ɣ l iː p ə	leeglopen	leegliepen	⋊ l eː ɣ l oː p ə ⋉	⋊ l eː ɣ l iː p ə ⋉
51000	68608	v ə r k n aː k ə l ə	v ə r k n aː k ə l d ə	verkneukelen	verkneukelden	⋊ v ə r k n aː k ə l ə ⋉	⋊ v ə r k n aː k ə l d ə ⋉
51001	68610	w r ɛɪ v ə	w r eː v ə	wrijven	wreven	⋊ w r ɛ ɪ v ə ⋉	⋊ w r eː v ə ⋉
51009	68621	v ɑ s t n aː j ə	v ɑ s t n aː j d ə	vastnaaien	vastnaaiden	⋊ v ɑ s t n aː j ə ⋉	⋊ v ɑ s t n aː j d ə ⋉
51017	68632	k ɔ k ə r ə	k ɔ k ə r d ə	kokkeren	kokkerden	⋊ k ɔ k ə r ə ⋉	⋊ k ɔ k ə r d ə ⋉
51018	68633	h ɛ n d iː k ɛ p ə	h ɛ n d iː k ɛ p t ə	handicappen	handicapten	⋊ h ɛ n d iː k ɛ p ə ⋉	⋊ h ɛ n d iː k ɛ p t ə ⋉
51026	68643	ɑ f s l ɪ b ə r ə	ɑ f s l ɪ b ə r d ə	afslibberen	afslibberden	⋊ ɑ f s l ɪ b ə r ə ⋉	⋊ ɑ f s l ɪ b ə r d ə ⋉
51029	68647	ɔ m ɣ ɛ s p ə	ɔ m ɣ ɛ s p t ə	omgespen	omgespten	⋊ ɔ m ɣ ɛ s p ə ⋉	⋊ ɔ m ɣ ɛ s p t ə ⋉
51030	68648	ɑ f k l ɛ m ə	ɑ f k l ɛ m d ə	afklemmen	afklemden	⋊ ɑ f k l ɛ m ə ⋉	⋊ ɑ f k l ɛ m d ə ⋉
51036	68654	h eː k ə l ə	h eː k ə l d ə	hekelen	hekelden	⋊ h eː k ə l ə ⋉	⋊ h eː k ə l d ə ⋉
51043	68664	s t ʊ k m aː k ə	s t ʊ k m aː k t ə	stukmaken	stukmaakten	⋊ s t ʊ k m aː k ə ⋉	⋊ s t ʊ k m aː k t ə ⋉
51047	68669	ɑ v b ɑ r s t ə	ɑ v b ɑ r s t ə	afbarsten	afbarstten	⋊ ɑ v b ɑ r s t ə ⋉	⋊ ɑ v b ɑ r s t ə ⋉
51069	68701	t ə r ʊ ɣ b ə k oː m ə	t ə r ʊ ɣ b ə k w aː m ə	terugbekomen	terugbekwamen	⋊ t ə r ʊ ɣ b ə k oː m ə ⋉	⋊ t ə r ʊ ɣ b ə k w aː m ə ⋉
51076	68711	aː n w ɛɪ z ə	aː n w eː z ə	aanwijzen	aanwezen	⋊ aː n w ɛ ɪ z ə ⋉	⋊ aː n w eː z ə ⋉
51082	68718	w ɛ x s ʊɪ ɣ ə	w ɛ x s oː ɣ ə	wegzuigen	wegzogen	⋊ w ɛ x s ʊ ɪ ɣ ə ⋉	⋊ w ɛ x s oː ɣ ə ⋉
51084	68721	ʊɪ t s p l ɪ t s ə	ʊɪ t s p l ɪ t s t ə	uitsplitsen	uitsplitsten	⋊ ʊ ɪ t s p l ɪ t s ə ⋉	⋊ ʊ ɪ t s p l ɪ t s t ə ⋉
51105	68750	r ɑ k ɔ r d eː r ə	r ɑ k ɔ r d eː r d ə	raccorderen	raccordeerden	⋊ r ɑ k ɔ r d eː r ə ⋉	⋊ r ɑ k ɔ r d eː r d ə ⋉
51126	68777	m ʊ ɣ ə z ɪ f t ə	m ʊ ɣ ə z ɪ f t ə	muggeziften	muggeziftten	⋊ m ʊ ɣ ə z ɪ f t ə ⋉	⋊ m ʊ ɣ ə z ɪ f t ə ⋉
51127	68778	ʊɪ t ɑ p ə	ʊɪ t ɑ p t ə	uittappen	uittapten	⋊ ʊ ɪ t ɑ p ə ⋉	⋊ ʊ ɪ t ɑ p t ə ⋉
51136	68790	x ɛ s p ə	x ɛ s p t ə	gespen	gespten	⋊ x ɛ s p ə ⋉	⋊ x ɛ s p t ə ⋉
51147	68803	ɔ p k ɪ k ə r ə	ɔ p k ɪ k ə r d ə	opkikkeren	opkikkerden	⋊ ɔ p k ɪ k ə r ə ⋉	⋊ ɔ p k ɪ k ə r d ə ⋉
51158	68815	x ə l ʊ k w ɛ n s ə	x ə l ʊ k w ɛ n s t ə	gelukwensen	gelukwensten	⋊ x ə l ʊ k w ɛ n s ə ⋉	⋊ x ə l ʊ k w ɛ n s t ə ⋉
51167	68830	k ɔ n v oː j eː r ə	k ɔ n v oː j eː r d ə	konvooieren	konvooieerden	⋊ k ɔ n v oː j eː r ə ⋉	⋊ k ɔ n v oː j eː r d ə ⋉
51175	68842	ʊɪ t k ɛ t ə r ə	ʊɪ t k ɛ t ə r d ə	uitketteren	uitketterden	⋊ ʊ ɪ t k ɛ t ə r ə ⋉	⋊ ʊ ɪ t k ɛ t ə r d ə ⋉
51178	68848	n aː k ɑʊ w ə	n aː k ɑʊ w d ə	nakauwen	nakauwden	⋊ n aː k ɑ ʊ w ə ⋉	⋊ n aː k ɑ ʊ w d ə ⋉
51187	68860	ɔ n t s ɛ ɣ ə	ɔ n t s ɛɪ d ə	ontzeggen	ontzeiden	⋊ ɔ n t s ɛ ɣ ə ⋉	⋊ ɔ n t s ɛ ɪ d ə ⋉
51191	68864	x r uː n ə	x r uː n d ə	groenen	groenden	⋊ x r uː n ə ⋉	⋊ x r uː n d ə ⋉
51192	68866	p oː l eː r ə	p oː l eː r d ə	poleren	poleerden	⋊ p oː l eː r ə ⋉	⋊ p oː l eː r d ə ⋉
51201	68877	s oː d ə m iː t ə r ə	s oː d ə m iː t ə r d ə	sodemieteren	sodemieterden	⋊ s oː d ə m iː t ə r ə ⋉	⋊ s oː d ə m iː t ə r d ə ⋉
51202	68878	k ɔ s t ə	k ɔ s t ə	kosten	kostten	⋊ k ɔ s t ə ⋉	⋊ k ɔ s t ə ⋉
51217	68899	s p ɔ n z ə	s p ɔ n z d ə	sponzen	sponsden	⋊ s p ɔ n z ə ⋉	⋊ s p ɔ n z d ə ⋉
51234	68923	n aː b ɛɪ k oː m ə	n aː b ɛɪ k w aː m ə	nabijkomen	nabijkwamen	⋊ n aː b ɛ ɪ k oː m ə ⋉	⋊ n aː b ɛ ɪ k w aː m ə ⋉
51235	68924	v ə r t r ɛ k ə	v ə r t r ɔ k ə	vertrekken	vertrokken	⋊ v ə r t r ɛ k ə ⋉	⋊ v ə r t r ɔ k ə ⋉
51236	68925	b ə d ɔ t ə	b ə d ɔ t ə	bedotten	bedotten	⋊ b ə d ɔ t ə ⋉	⋊ b ə d ɔ t ə ⋉
51240	68932	ʊɪ t s ɪ ŋ ə	ʊɪ t s ɔ ŋ ə	uitzingen	uitzongen	⋊ ʊ ɪ t s ɪ ŋ ə ⋉	⋊ ʊ ɪ t s ɔ ŋ ə ⋉
51244	68936	b ə t iː t ə l ə	b ə t iː t ə l d ə	betitelen	betitelden	⋊ b ə t iː t ə l ə ⋉	⋊ b ə t iː t ə l d ə ⋉
51248	68945	s t ɪ l ə	s t ɪ l d ə	stillen	stilden	⋊ s t ɪ l ə ⋉	⋊ s t ɪ l d ə ⋉
51252	68951	f ɔ l t ə r ə	f ɔ l t ə r d ə	folteren	folterden	⋊ f ɔ l t ə r ə ⋉	⋊ f ɔ l t ə r d ə ⋉
51264	68965	d iː r iː ɣ eː r ə	d iː r iː ɣ eː r d ə	dirigeren	dirigeerden	⋊ d iː r iː ɣ eː r ə ⋉	⋊ d iː r iː ɣ eː r d ə ⋉
51265	68966	p ɔ m p ə	p ɔ m p t ə	pompen	pompten	⋊ p ɔ m p ə ⋉	⋊ p ɔ m p t ə ⋉
51267	68968	ɔ b d yː v ə l ə	ɔ b d yː v ə l d ə	opduvelen	opduvelden	⋊ ɔ b d yː v ə l ə ⋉	⋊ ɔ b d yː v ə l d ə ⋉
51273	68977	x r ɑ s eː r ə	x r ɑ s eː r d ə	grasseren	grasseerden	⋊ x r ɑ s eː r ə ⋉	⋊ x r ɑ s eː r d ə ⋉
51280	68985	d eː s iː d eː r ə	d eː s iː d eː r d ə	decideren	decideerden	⋊ d eː s iː d eː r ə ⋉	⋊ d eː s iː d eː r d ə ⋉
51282	68990	ɑ f p l ʊɪ z ə	ɑ f p l ʊɪ z d ə	afpluizen	afpluisden	⋊ ɑ f p l ʊ ɪ z ə ⋉	⋊ ɑ f p l ʊ ɪ z d ə ⋉
51285	68993	ʊɪ t l ʊɪ d ə	ʊɪ t l ʊɪ d ə	uitluiden	uitluidden	⋊ ʊ ɪ t l ʊ ɪ d ə ⋉	⋊ ʊ ɪ t l ʊ ɪ d ə ⋉
51294	69006	m iː m eː r ə	m iː m eː r d ə	mimeren	mimeerden	⋊ m iː m eː r ə ⋉	⋊ m iː m eː r d ə ⋉
51297	69011	aː n s t ɔ p ə	aː n s t ɔ p t ə	aanstoppen	aanstopten	⋊ aː n s t ɔ p ə ⋉	⋊ aː n s t ɔ p t ə ⋉
51298	69012	p s iː x oː l oː ɣ iː z eː r ə	p s iː x oː l oː ɣ iː z eː r d ə	psychologiseren	psychologiseerden	⋊ p s iː x oː l oː ɣ iː z eː r ə ⋉	⋊ p s iː x oː l oː ɣ iː z eː r d ə ⋉
51314	69035	aː ŋ k ʊ n ə	aː ŋ k ɔ n d ə	aankunnen	aankonden	⋊ aː ŋ k ʊ n ə ⋉	⋊ aː ŋ k ɔ n d ə ⋉
51317	69040	ʊɪ t r ɛɪ k ə	ʊɪ t r ɛɪ k t ə	uitreiken	uitreikten	⋊ ʊ ɪ t r ɛ ɪ k ə ⋉	⋊ ʊ ɪ t r ɛ ɪ k t ə ⋉
51327	69055	ɪ m p l uː ɣ ə	ɪ m p l uː ɣ d ə	inploegen	inploegden	⋊ ɪ m p l uː ɣ ə ⋉	⋊ ɪ m p l uː ɣ d ə ⋉
51331	69059	n eː r z ɪ ŋ k ə	n eː r z ɔ ŋ k ə	neerzinken	neerzonken	⋊ n eː r z ɪ ŋ k ə ⋉	⋊ n eː r z ɔ ŋ k ə ⋉
51338	69068	v ə r w ʊ r ɣ ə	v ə r w ʊ r ɣ d ə	verwurgen	verwurgden	⋊ v ə r w ʊ r ɣ ə ⋉	⋊ v ə r w ʊ r ɣ d ə ⋉
51340	69070	ɔ p s n ɔ r ə	ɔ p s n ɔ r d ə	opsnorren	opsnorden	⋊ ɔ p s n ɔ r ə ⋉	⋊ ɔ p s n ɔ r d ə ⋉
51342	69075	m ɪ z d r aː ɣ ə	m ɪ z d r uː ɣ ə	misdragen	misdroegen	⋊ m ɪ z d r aː ɣ ə ⋉	⋊ m ɪ z d r uː ɣ ə ⋉
51348	69082	d ɛ s oː r iː j ɛ n t eː r ə	d ɛ s oː r iː j ɛ n t eː r d ə	desorienteren	desorienteerden	⋊ d ɛ s oː r iː j ɛ n t eː r ə ⋉	⋊ d ɛ s oː r iː j ɛ n t eː r d ə ⋉
51352	69088	ɑ f l aː d ə	ɑ f l aː d ə	afladen	aflaadden	⋊ ɑ f l aː d ə ⋉	⋊ ɑ f l aː d ə ⋉
51361	69099	v oː r b ɛɪ t r ɛ k ə	v oː r b ɛɪ t r ɔ k ə	voorbijtrekken	voorbijtrokken	⋊ v oː r b ɛ ɪ t r ɛ k ə ⋉	⋊ v oː r b ɛ ɪ t r ɔ k ə ⋉
51362	69100	v ə r d r aː ɣ ə	v ə r d r uː ɣ ə	verdragen	verdroegen	⋊ v ə r d r aː ɣ ə ⋉	⋊ v ə r d r uː ɣ ə ⋉
51366	69108	r aː ɣ ə	r aː ɣ d ə	ragen	raagden	⋊ r aː ɣ ə ⋉	⋊ r aː ɣ d ə ⋉
51368	69111	ɔ n t w ɛ l ə	ɔ n t w ɛ l d ə	ontwellen	ontwelden	⋊ ɔ n t w ɛ l ə ⋉	⋊ ɔ n t w ɛ l d ə ⋉
51383	69131	w ɛɪ z ə ɣ ə	w ɛɪ z ə ɣ d ə	wijzigen	wijzigden	⋊ w ɛ ɪ z ə ɣ ə ⋉	⋊ w ɛ ɪ z ə ɣ d ə ⋉
51390	69141	s ʊ b ɔ r d iː n eː r ə	s ʊ b ɔ r d iː n eː r d ə	subordineren	subordineerden	⋊ s ʊ b ɔ r d iː n eː r ə ⋉	⋊ s ʊ b ɔ r d iː n eː r d ə ⋉
51408	69164	h oː x s x ɑ t ə	h oː x s x ɑ t ə	hoogschatten	hoogschatten	⋊ h oː x s x ɑ t ə ⋉	⋊ h oː x s x ɑ t ə ⋉
51412	69168	m ɔ n t eː r ə	m ɔ n t eː r d ə	monteren	monteerden	⋊ m ɔ n t eː r ə ⋉	⋊ m ɔ n t eː r d ə ⋉
51414	69170	m eː m oː r iː z eː r ə	m eː m oː r iː z eː r d ə	memoriseren	memoriseerden	⋊ m eː m oː r iː z eː r ə ⋉	⋊ m eː m oː r iː z eː r d ə ⋉
51415	69171	b ɑ s t aː r d eː r ə	b ɑ s t aː r d eː r d ə	bastaarderen	bastaardeerden	⋊ b ɑ s t aː r d eː r ə ⋉	⋊ b ɑ s t aː r d eː r d ə ⋉
51416	69173	t uː d ɛɪ k ə	t uː d ɛɪ k t ə	toedijken	toedijkten	⋊ t uː d ɛ ɪ k ə ⋉	⋊ t uː d ɛ ɪ k t ə ⋉
51433	69195	v ə r d eː l ə	v ə r d eː l d ə	verdelen	verdeelden	⋊ v ə r d eː l ə ⋉	⋊ v ə r d eː l d ə ⋉
51436	69198	f r ɑ n s ə	f r ɑ n s t ə	fransen	fransten	⋊ f r ɑ n s ə ⋉	⋊ f r ɑ n s t ə ⋉
51441	69204	m ɪ z b r ʊɪ k ə	m ɪ z b r ʊɪ k t ə	misbruiken	misbruikten	⋊ m ɪ z b r ʊ ɪ k ə ⋉	⋊ m ɪ z b r ʊ ɪ k t ə ⋉
51444	69209	s x ɛ t s ə	s x ɛ t s t ə	schetsen	schetsten	⋊ s x ɛ t s ə ⋉	⋊ s x ɛ t s t ə ⋉
51446	69214	ɪ n d oː p ə	ɪ n d oː p t ə	indopen	indoopten	⋊ ɪ n d oː p ə ⋉	⋊ ɪ n d oː p t ə ⋉
51449	69217	m ɪ ʃ oː n eː r ə	m ɪ ʃ oː n eː r d ə	missioneren	missioneerden	⋊ m ɪ ʃ oː n eː r ə ⋉	⋊ m ɪ ʃ oː n eː r d ə ⋉
51461	69232	ɑ f h ɛ f ə	ɑ f h iː v ə	afheffen	afhieven	⋊ ɑ f h ɛ f ə ⋉	⋊ ɑ f h iː v ə ⋉
51478	69252	v eː l ə	v eː l d ə	velen	veelden	⋊ v eː l ə ⋉	⋊ v eː l d ə ⋉
51489	69265	b ə l eː ɣ ə r ə	b ə l eː ɣ ə r d ə	belegeren	belegerden	⋊ b ə l eː ɣ ə r ə ⋉	⋊ b ə l eː ɣ ə r d ə ⋉
51492	69270	d eː p oː l aː r iː z eː r ə	d eː p oː l aː r iː z eː r d ə	depolariseren	depolariseerden	⋊ d eː p oː l aː r iː z eː r ə ⋉	⋊ d eː p oː l aː r iː z eː r d ə ⋉
51497	69276	v ə r n iː w ə r w ɛ t s ə	v ə r n iː w ə r w ɛ t s t ə	vernieuwerwetsen	vernieuwerwetsten	⋊ v ə r n iː w ə r w ɛ t s ə ⋉	⋊ v ə r n iː w ə r w ɛ t s t ə ⋉
51504	69289	b ɔ r n eː r ə	b ɔ r n eː r d ə	borneren	borneerden	⋊ b ɔ r n eː r ə ⋉	⋊ b ɔ r n eː r d ə ⋉
51516	69304	b ə z w eː r ə	b ə z w eː r ə	bezweren	bezwoeren	⋊ b ə z w eː r ə ⋉	⋊ b ə z w eː r ə ⋉
51519	69310	ɑ t ɛ n d eː r ə	ɑ t ɛ n d eː r d ə	attenderen	attendeerden	⋊ ɑ t ɛ n d eː r ə ⋉	⋊ ɑ t ɛ n d eː r d ə ⋉
51521	69312	ʊɪ t s p eː l ə	ʊɪ t s p eː l d ə	uitspelen	uitspeelden	⋊ ʊ ɪ t s p eː l ə ⋉	⋊ ʊ ɪ t s p eː l d ə ⋉
51528	69321	ɔ m k w ɑ k ə	ɔ m k w ɑ k t ə	omkwakken	omkwakten	⋊ ɔ m k w ɑ k ə ⋉	⋊ ɔ m k w ɑ k t ə ⋉
51529	69322	k ɛ r k ə	k ɛ r k t ə	kerken	kerkten	⋊ k ɛ r k ə ⋉	⋊ k ɛ r k t ə ⋉
51535	69332	p ɛɪ n ə	p ɛɪ n d ə	pijnen	pijnden	⋊ p ɛ ɪ n ə ⋉	⋊ p ɛ ɪ n d ə ⋉
51538	69335	f eː k ə	f eː k t ə	faken	faketen	⋊ f eː k ə ⋉	⋊ f eː k t ə ⋉
51540	69339	ɔ n d ə r s t ɔ p ə	ɔ n d ə r s t ɔ p t ə	onderstoppen	onderstopten	⋊ ɔ n d ə r s t ɔ p ə ⋉	⋊ ɔ n d ə r s t ɔ p t ə ⋉
51546	69347	v ə r s t ɑ t s ə	v ə r s t ɑ t s t ə	verstadsen	verstadsten	⋊ v ə r s t ɑ t s ə ⋉	⋊ v ə r s t ɑ t s t ə ⋉
51548	69349	h ɛ r ɣ eː v ə	h ɛ r ɣ aː v ə	hergeven	hergaven	⋊ h ɛ r ɣ eː v ə ⋉	⋊ h ɛ r ɣ aː v ə ⋉
51558	69360	n ʊ m ə r ə	n ʊ m ə r d ə	nummeren	nummerden	⋊ n ʊ m ə r ə ⋉	⋊ n ʊ m ə r d ə ⋉
51563	69371	h aː s t ə	h aː s t ə	haasten	haastten	⋊ h aː s t ə ⋉	⋊ h aː s t ə ⋉
51572	69381	v oː r ʊɪ t s n ɛ l ə	v oː r ʊɪ t s n ɛ l d ə	vooruitsnellen	vooruitsnelden	⋊ v oː r ʊ ɪ t s n ɛ l ə ⋉	⋊ v oː r ʊ ɪ t s n ɛ l d ə ⋉
51575	69384	s p ɪ t ə	s p ɪ t ə	spitten	spitten	⋊ s p ɪ t ə ⋉	⋊ s p ɪ t ə ⋉
51576	69385	ɔ n d ə r b l ɛɪ v ə	ɔ n d ə r b l eː v ə	onderblijven	onderbleven	⋊ ɔ n d ə r b l ɛ ɪ v ə ⋉	⋊ ɔ n d ə r b l eː v ə ⋉
51577	69386	r ɔ n t s t r aː l ə	r ɔ n t s t r aː l d ə	rondstralen	rondstraalden	⋊ r ɔ n t s t r aː l ə ⋉	⋊ r ɔ n t s t r aː l d ə ⋉
51587	69397	r ɔ n t s m ɛɪ t ə	r ɔ n t s m eː t ə	rondsmijten	rondsmeten	⋊ r ɔ n t s m ɛ ɪ t ə ⋉	⋊ r ɔ n t s m eː t ə ⋉
51588	69398	v ə r h ɑ l v ə z oː l ə	v ə r h ɑ l v ə z oː l d ə	verhalvezolen	verhalvezoolden	⋊ v ə r h ɑ l v ə z oː l ə ⋉	⋊ v ə r h ɑ l v ə z oː l d ə ⋉
51599	69411	ɔ p s p ɑ n ə	ɔ p s p ɑ n d ə	opspannen	opspanden	⋊ ɔ p s p ɑ n ə ⋉	⋊ ɔ p s p ɑ n d ə ⋉
51627	69453	p ɑ t r oː n iː z eː r ə	p ɑ t r oː n iː z eː r d ə	patroniseren	patroniseerden	⋊ p ɑ t r oː n iː z eː r ə ⋉	⋊ p ɑ t r oː n iː z eː r d ə ⋉
51638	69469	ʊɪ t ɛɪ ɣ ə	ʊɪ t oː ɣ ə	uittijgen	uittogen	⋊ ʊ ɪ t ɛ ɪ ɣ ə ⋉	⋊ ʊ ɪ t oː ɣ ə ⋉
51641	69475	eː k ɑ r t eː r ə	eː k ɑ r t eː r d ə	ecarteren	ecarteerden	⋊ eː k ɑ r t eː r ə ⋉	⋊ eː k ɑ r t eː r d ə ⋉
51644	69478	ɑ f h ɛ ŋ ə l ə	ɑ f h ɛ ŋ ə l d ə	afhengelen	afhengelden	⋊ ɑ f h ɛ ŋ ə l ə ⋉	⋊ ɑ f h ɛ ŋ ə l d ə ⋉
51648	69483	k aː l k n ɪ p ə	k aː l k n ɪ p t ə	kaalknippen	kaalknipten	⋊ k aː l k n ɪ p ə ⋉	⋊ k aː l k n ɪ p t ə ⋉
51667	69511	b l ɔ k ə	b l ɔ k t ə	blokken	blokten	⋊ b l ɔ k ə ⋉	⋊ b l ɔ k t ə ⋉
51679	69524	b ə v ɔ x t ə ɣ ə	b ə v ɔ x t ə ɣ d ə	bevochtigen	bevochtigden	⋊ b ə v ɔ x t ə ɣ ə ⋉	⋊ b ə v ɔ x t ə ɣ d ə ⋉
51696	69544	v ə r n eː m ə	v ə r n aː m ə	vernemen	vernamen	⋊ v ə r n eː m ə ⋉	⋊ v ə r n aː m ə ⋉
51725	69578	b ə s oː d ə m iː t ə r ə	b ə s oː d ə m iː t ə r d ə	besodemieteren	besodemieterden	⋊ b ə s oː d ə m iː t ə r ə ⋉	⋊ b ə s oː d ə m iː t ə r d ə ⋉
51753	69610	m ɔ t s ə	m ɔ t s t ə	motsen	motsten	⋊ m ɔ t s ə ⋉	⋊ m ɔ t s t ə ⋉
51755	69612	v oː r b ɛɪ s t r eː v ə	v oː r b ɛɪ s t r eː v d ə	voorbijstreven	voorbijstreefden	⋊ v oː r b ɛ ɪ s t r eː v ə ⋉	⋊ v oː r b ɛ ɪ s t r eː v d ə ⋉
51765	69623	s n ɑ k ə	s n ɑ k t ə	snakken	snakten	⋊ s n ɑ k ə ⋉	⋊ s n ɑ k t ə ⋉
51779	69643	k w aː d r iː j eː r ə	k w aː d r iː j eː r d ə	quadrilleren	quadrilleerden	⋊ k w aː d r iː j eː r ə ⋉	⋊ k w aː d r iː j eː r d ə ⋉
51782	69646	ɑ v b ɛ t ə	ɑ v b ɛ t ə	afbetten	afbetten	⋊ ɑ v b ɛ t ə ⋉	⋊ ɑ v b ɛ t ə ⋉
51783	69647	b ə r ɪ x t ə	b ə r ɪ x t ə	berichten	berichtten	⋊ b ə r ɪ x t ə ⋉	⋊ b ə r ɪ x t ə ⋉
51784	69648	ɔ n d ə r s x ɑ t ə	ɔ n d ə r s x ɑ t ə	onderschatten	onderschatten	⋊ ɔ n d ə r s x ɑ t ə ⋉	⋊ ɔ n d ə r s x ɑ t ə ⋉
51798	69674	ɪ n v ɔ l ɣ ə	ɪ n v ɔ l ɣ d ə	involgen	involgden	⋊ ɪ n v ɔ l ɣ ə ⋉	⋊ ɪ n v ɔ l ɣ d ə ⋉
51800	69676	b ɛɪ eː n d r ɛɪ v ə	b ɛɪ eː n d r eː v ə	bijeendrijven	bijeendreven	⋊ b ɛ ɪ eː n d r ɛ ɪ v ə ⋉	⋊ b ɛ ɪ eː n d r eː v ə ⋉
51801	69678	b ə p aː l ə	b ə p aː l d ə	bepalen	bepaalden	⋊ b ə p aː l ə ⋉	⋊ b ə p aː l d ə ⋉
51811	69690	z aː l ə ɣ ə	z aː l ə ɣ d ə	zaligen	zaligden	⋊ z aː l ə ɣ ə ⋉	⋊ z aː l ə ɣ d ə ⋉
51813	69694	s p r uː j ə	s p r uː j d ə	sproeien	sproeiden	⋊ s p r uː j ə ⋉	⋊ s p r uː j d ə ⋉
51815	69697	ʊɪ t eː n z ɛ t ə	ʊɪ t eː n z ɛ t ə	uiteenzetten	uiteenzetten	⋊ ʊ ɪ t eː n z ɛ t ə ⋉	⋊ ʊ ɪ t eː n z ɛ t ə ⋉
51820	69702	x eː w ə	x eː w d ə	geeuwen	geeuwden	⋊ x eː w ə ⋉	⋊ x eː w d ə ⋉
51822	69704	b ə ɛ r v ə	b ə ɛ r v d ə	beerven	beerfden	⋊ b ə ɛ r v ə ⋉	⋊ b ə ɛ r v d ə ⋉
51830	69715	ʊɪ t p ɛ l ə	ʊɪ t p ɛ l d ə	uitpellen	uitpelden	⋊ ʊ ɪ t p ɛ l ə ⋉	⋊ ʊ ɪ t p ɛ l d ə ⋉
