level_0	index	wordform1	wordform2	wordform1_orth	wordform2_orth	stem	output
57067	77754	h ɛ r b ɛ r g ə n	g ə h ɛ r b ɛ r k t	herbergen	geherbergt	⋊ h ɛ r b ɛ r g ə n ⋉	⋊ h ɛ r b ɛ r k t ⋉
57130	77833	ɛ n t g eː g ə n z eː ə n	ɛ n t g eː g ə n g ə z eː n	entgegensehen	entgegengesehn	⋊ ɛ n t g eː g ə n z eː ə n ⋉	⋊ ɛ n t g eː g ə n g ə z eː n ⋉
57155	77859	f ɛ r ts iː ə n	f ɛ r ts oː g ə n	verziehen	verzogen	⋊ f ɛ r ts iː ə n ⋉	⋊ f ɛ r ts oː g ə n ⋉
57162	77868	f oː r b ai̯ f yː r ə n	f oː r b ai̯ g ə f yː r t	vorbeiführen	vorbeigeführt	⋊ f oː r b a i f yː r ə n ⋉	⋊ f oː r b a i g ə f yː r t ⋉
57164	77871	g ə r ɪ ŋ a x t ə n	g ə r ɪ ŋ g ə a x t ə t	geringachten	geringgeachtet	⋊ g ə r ɪ ŋ a x t ə n ⋉	⋊ r ɪ ŋ g ə a x t ə t ⋉
57165	77872	n eː b ə n ai̯ n a n d ə r ʃ a l t ə n	n eː b ə n ai̯ n a n d ə r g ə ʃ a l t ə t	nebeneinanderschalten	nebeneinandergeschaltet	⋊ n eː b ə n a i n a n d ə r ʃ a l t ə n ⋉	⋊ n eː b ə n a i n a n d ə r g ə ʃ a l t ə t ⋉
57176	77887	d eː m ɔ n s t r iː r ə n	d eː m ɔ n s t r iː r t	demonstrieren	demonstriert	⋊ d eː m ɔ n s t r iː r ə n ⋉	⋊ d eː m ɔ n s t r iː r t ⋉
57185	77897	a n t iː ʃ a m b r iː r ə n	a n t iː ʃ a m b r iː r t	antichambrieren	antichambriert	⋊ a n t iː ʃ a m b r iː r ə n ⋉	⋊ a n t iː ʃ a m b r iː r t ⋉
57189	77903	b ə n aː g ə n	b ə n aː k t	benagen	benagt	⋊ b ə n aː g ə n ⋉	⋊ b ə n aː k t ⋉
57191	77905	ʊ m g eː b ə n	ʊ m g eː b ə n	umgeben	umgeben	⋊ ʊ m g eː b ə n ⋉	⋊ ʊ m g eː b ə n ⋉
57260	78002	pf l ʏ k ə n	g ə pf l ʏ k t	pflücken	gepflückt	⋊ pf l ʏ k ə n ⋉	⋊ pf l ʏ k t ⋉
57283	78034	f l ɔ t m a x ə n	f l ɔ t g ə m a x t	flottmachen	flottgemacht	⋊ f l ɔ t m a x ə n ⋉	⋊ f l ɔ t g ə m a x t ⋉
57285	78037	ts uː r ʏ k r uː f ə n	ts uː r ʏ k g ə r uː f ə n	zurückrufen	zurückgerufen	⋊ ts uː r ʏ k r uː f ə n ⋉	⋊ ts uː r ʏ k g ə r uː f ə n ⋉
57293	78048	h ai̯ m k eː r ə n	h ai̯ m g ə k eː r t	heimkehren	heimgekehrt	⋊ h a i m k eː r ə n ⋉	⋊ h a i m g ə k eː r t ⋉
57319	78082	ai̯ n f yː g ə n	ai̯ n g ə f yː k t	einfügen	eingefügt	⋊ a i n f yː g ə n ⋉	⋊ a i n g ə f yː k t ⋉
57322	78085	ʊ m pf l a n ts ə n	ʊ m g ə pf l a n ts t	umpflanzen	umgepflanzt	⋊ ʊ m pf l a n ts ə n ⋉	⋊ ʊ m g ə pf l a n ts t ⋉
57333	78098	ɛ r f r ɪ ʃ ə n	ɛ r f r ɪ ʃ t	erfrischen	erfrischt	⋊ ɛ r f r ɪ ʃ ə n ⋉	⋊ ɛ r f r ɪ ʃ t ⋉
57335	78101	p aː r l au̯ f ə n	p aː r g ə l au̯ f ə n	paarlaufen	paargelaufen	⋊ p aː r l a u f ə n ⋉	⋊ p aː r g ə l a u f ə n ⋉
57349	78121	ɔ p z iː g ə n	ɔ p g ə z iː k t	obsiegen	obgesiegt	⋊ ɔ p z iː g ə n ⋉	⋊ ɔ p g ə z iː k t ⋉
57353	78125	f oː r k ɔ m ə n	f oː r g ə k ɔ m ə n	vorkommen	vorgekommen	⋊ f oː r k ɔ m ə n ⋉	⋊ f oː r g ə k ɔ m ə n ⋉
57363	78137	d r a n g eː ə n	d r a n g ə g a ŋ ə n	drangehen	drangegangen	⋊ d r a n g eː ə n ⋉	⋊ d r a n g ə g a ŋ ə n ⋉
57371	78145	g iː r ə n	g ə g iː r t	gieren	gegiert	⋊ g iː r ə n ⋉	⋊ g iː r t ⋉
57390	78173	b r yː ə n	g ə b r yː t	brühen	gebrüht	⋊ b r yː ə n ⋉	⋊ b r yː t ⋉
57409	78202	yː b ə r n a x t ə n	yː b ə r n a x t ə t	übernachten	übernachtet	⋊ yː b ə r n a x t ə n ⋉	⋊ yː b ə r n a x t ə t ⋉
57474	78289	b ɛ s ə r g eː ə n	b ɛ s ə r g ə g a ŋ ə n	bessergehen	bessergegangen	⋊ b ɛ s ə r g eː ə n ⋉	⋊ b ɛ s ə r g ə g a ŋ ə n ⋉
57509	78338	ts uː t r ɛ f ə n	ts uː g ə t r ɔ f ə n	zutreffen	zugetroffen	⋊ ts uː t r ɛ f ə n ⋉	⋊ ts uː g ə t r ɔ f ə n ⋉
57528	78361	ʃ ʊ m ə r n	g ə ʃ ʊ m ə r t	schummern	geschummert	⋊ ʃ ʊ m ə r n ⋉	⋊ ʃ ʊ m ə r t ⋉
57530	78364	f oː r b ɪ l d ə n	f oː r g ə b ɪ l d ə t	vorbilden	vorgebildet	⋊ f oː r b ɪ l d ə n ⋉	⋊ f oː r g ə b ɪ l d ə t ⋉
57559	78404	yː b ə r h a s t ə n	yː b ə r h a s t ə t	überhasten	überhastet	⋊ yː b ə r h a s t ə n ⋉	⋊ yː b ə r h a s t ə t ⋉
57569	78415	h ɪ n a p ʃ t ai̯ g ə n	h ɪ n a p g ə ʃ t iː g ə n	hinabsteigen	hinabgestiegen	⋊ h ɪ n a p ʃ t a i g ə n ⋉	⋊ h ɪ n a p g ə ʃ t iː g ə n ⋉
57578	78426	b ə r ai̯ t h a l t ə n	b ə r ai̯ t g ə h a l t ə n	bereithalten	bereitgehalten	⋊ b ə r a i t h a l t ə n ⋉	⋊ b ə r a i t g ə h a l t ə n ⋉
57583	78433	a b ɔ n iː r ə n	a b ɔ n iː r t	abonnieren	abonniert	⋊ a b ɔ n iː r ə n ⋉	⋊ a b ɔ n iː r t ⋉
57616	78476	au̯ s r ɛː d ə l n	au̯ s g ə r ɛː d ə l t	ausrädeln	ausgerädelt	⋊ a u s r ɛː d ə l n ⋉	⋊ a u s g ə r ɛː d ə l t ⋉
57623	78484	au̯ s ʃ t ɛ r b ə n	au̯ s g ə ʃ t ɔ r b ə n	aussterben	ausgestorben	⋊ a u s ʃ t ɛ r b ə n ⋉	⋊ a u s g ə ʃ t ɔ r b ə n ⋉
57631	78495	a n ʃ a l t ə n	a n g ə ʃ a l t ə t	anschalten	angeschaltet	⋊ a n ʃ a l t ə n ⋉	⋊ a n g ə ʃ a l t ə t ⋉
57641	78508	ɛ n t g eː g ə n n eː m ə n	ɛ n t g eː g ə n g ə n ɔ m ə n	entgegennehmen	entgegengenommen	⋊ ɛ n t g eː g ə n n eː m ə n ⋉	⋊ ɛ n t g eː g ə n g ə n ɔ m ə n ⋉
57646	78513	g ə f a l ə n	g ə f a l ə n	gefallen	gefallen	⋊ g ə f a l ə n ⋉	⋊ f a l ə n ⋉
57667	78536	ʃ a b l oː n iː z iː r ə n	ʃ a b l oː n iː z iː r t	schablonisieren	schablonisiert	⋊ ʃ a b l oː n iː z iː r ə n ⋉	⋊ ʃ a b l oː n iː z iː r t ⋉
57711	78588	a p ʃ a t iː r ə n	a p ʃ a t iː r t	abschattieren	abschattiert	⋊ a p ʃ a t iː r ə n ⋉	⋊ a p ʃ a t iː r t ⋉
57714	78592	p r oː b ə z ɪ ŋ ə n	p r oː b ə g ə z ʊ ŋ ə n	probesingen	probegesungen	⋊ p r oː b ə z ɪ ŋ ə n ⋉	⋊ p r oː b ə g ə z ʊ ŋ ə n ⋉
57753	78641	h iː r h eː r k ɔ m ə n	h iː r h eː r g ə k ɔ m ə n	hierherkommen	hierhergekommen	⋊ h iː r h eː r k ɔ m ə n ⋉	⋊ h iː r h eː r g ə k ɔ m ə n ⋉
57779	78681	ts uː h a k ə n	ts uː g ə h a k t	zuhacken	zugehackt	⋊ ts uː h a k ə n ⋉	⋊ ts uː g ə h a k t ⋉
57793	78697	p oː m aː d iː z iː r ə n	p oː m aː d iː z iː r t	pomadisieren	pomadisiert	⋊ p oː m aː d iː z iː r ə n ⋉	⋊ p oː m aː d iː z iː r t ⋉
57802	78711	d eː m ɛ n t iː r ə n	d eː m ɛ n t iː r t	dementieren	dementiert	⋊ d eː m ɛ n t iː r ə n ⋉	⋊ d eː m ɛ n t iː r t ⋉
57834	78762	au̯ s ʃ t ɔ pf ə n	au̯ s g ə ʃ t ɔ pf t	ausstopfen	ausgestopft	⋊ a u s ʃ t ɔ pf ə n ⋉	⋊ a u s g ə ʃ t ɔ pf t ⋉
57848	78778	b ə ʃ v ɪ ç t ɪ g ə n	b ə ʃ v ɪ ç t ɪ ç t	beschwichtigen	beschwichtigt	⋊ b ə ʃ v ɪ ç t ɪ g ə n ⋉	⋊ b ə ʃ v ɪ ç t ɪ ç t ⋉
57876	78820	ʃ t ɛ k ə n b l ai̯ b ə n	ʃ t ɛ k ə n g ə b l iː b ə n	steckenbleiben	steckengeblieben	⋊ ʃ t ɛ k ə n b l a i b ə n ⋉	⋊ ʃ t ɛ k ə n g ə b l iː b ə n ⋉
57878	78824	ʃ m ʊ ts ə n	g ə ʃ m ʊ ts t	schmutzen	geschmutzt	⋊ ʃ m ʊ ts ə n ⋉	⋊ ʃ m ʊ ts t ⋉
57882	78828	v ɪ k s ə n	g ə v ɪ k s t	wichsen	gewichst	⋊ v ɪ k s ə n ⋉	⋊ v ɪ k s t ⋉
57889	78838	a p ts ɪ r k ə l n	a p g ə ts ɪ r k ə l t	abzirkeln	abgezirkelt	⋊ a p ts ɪ r k ə l n ⋉	⋊ a p g ə ts ɪ r k ə l t ⋉
57897	78849	t r aː b ə n	g ə t r aː p t	traben	getrabt	⋊ t r aː b ə n ⋉	⋊ t r aː p t ⋉
57905	78858	f eː l g eː ə n	f eː l g ə g a ŋ ə n	fehlgehen	fehlgegangen	⋊ f eː l g eː ə n ⋉	⋊ f eː l g ə g a ŋ ə n ⋉
57999	78982	t ɛː t ɪ g ə n	g ə t ɛː t ɪ ç t	tätigen	getätigt	⋊ t ɛː t ɪ g ə n ⋉	⋊ t ɛː t ɪ ç t ⋉
58003	78988	ɛ n t ʃ t ɛ m p ə l n	ɛ n t ʃ t ɛ m p ə l t	entstempeln	entstempelt	⋊ ɛ n t ʃ t ɛ m p ə l n ⋉	⋊ ɛ n t ʃ t ɛ m p ə l t ⋉
58027	79020	k øː d ə r n	g ə k øː d ə r t	ködern	geködert	⋊ k øː d ə r n ⋉	⋊ k øː d ə r t ⋉
58030	79024	au̯ f v ɛ r f ə n	au̯ f g ə v ɔ r f ə n	aufwerfen	aufgeworfen	⋊ a u f v ɛ r f ə n ⋉	⋊ a u f g ə v ɔ r f ə n ⋉
58071	79083	au̯ f b ə r ai̯ t ə n	au̯ f b ə r ai̯ t ə t	aufbereiten	aufbereitet	⋊ a u f b ə r a i t ə n ⋉	⋊ a u f b ə r a i t ə t ⋉
58078	79090	j au̯ z ə n	g ə j au̯ s t	jausen	gejaust	⋊ j a u z ə n ⋉	⋊ j a u s t ⋉
58080	79098	au̯ s ʃ l ɪ pf ə n	au̯ s g ə ʃ l ɪ pf t	ausschlipfen	ausgeschlipft	⋊ a u s ʃ l ɪ pf ə n ⋉	⋊ a u s g ə ʃ l ɪ pf t ⋉
58096	79119	b ə a n ʃ p r ʊ x ə n	b ə a n ʃ p r ʊ x t	beanspruchen	beansprucht	⋊ b ə a n ʃ p r ʊ x ə n ⋉	⋊ b ə a n ʃ p r ʊ x t ⋉
58169	79220	n aː x v ɔ l ə n	n aː x g ə v ɔ l t	nachwollen	nachgewollt	⋊ n aː x v ɔ l ə n ⋉	⋊ n aː x g ə v ɔ l t ⋉
58188	79244	g ɪ r ə n	g ə g ɪ r t	girren	gegirrt	⋊ g ɪ r ə n ⋉	⋊ g ɪ r t ⋉
58197	79255	v a s ə r n	g ə v a s ə r t	wassern	gewassert	⋊ v a s ə r n ⋉	⋊ v a s ə r t ⋉
58232	79308	m ɪ t g eː b ə n	m ɪ t g ə g eː b ə n	mitgeben	mitgegeben	⋊ m ɪ t g eː b ə n ⋉	⋊ m ɪ t g ə g eː b ə n ⋉
58247	79328	au̯ s r au̯ b ə n	au̯ s g ə r au̯ p t	ausrauben	ausgeraubt	⋊ a u s r a u b ə n ⋉	⋊ a u s g ə r a u p t ⋉
58274	79362	f ɛ r v ɪ r ə n	f ɛ r v ɪ r t	verwirren	verwirrt	⋊ f ɛ r v ɪ r ə n ⋉	⋊ f ɛ r v ɪ r t ⋉
58281	79370	ts ɛ r m ʏ r b ə n	ts ɛ r m ʏ r p t	zermürben	zermürbt	⋊ ts ɛ r m ʏ r b ə n ⋉	⋊ ts ɛ r m ʏ r p t ⋉
58290	79382	f r a x t ə n	g ə f r a x t ə t	frachten	gefrachtet	⋊ f r a x t ə n ⋉	⋊ f r a x t ə t ⋉
58298	79392	ts uː z ɛ n d ə n	ts uː g ə z ɛ n d ə t	zusenden	zugesendet	⋊ ts uː z ɛ n d ə n ⋉	⋊ ts uː g ə z ɛ n d ə t ⋉
58321	79426	v ɛ k ə n	g ə v ɛ k t	wecken	geweckt	⋊ v ɛ k ə n ⋉	⋊ v ɛ k t ⋉
58329	79436	ai̯ n k l aː g ə n	ai̯ n g ə k l aː k t	einklagen	eingeklagt	⋊ a i n k l aː g ə n ⋉	⋊ a i n g ə k l aː k t ⋉
58360	79477	ɪ n j iː ts iː r ə n	ɪ n j iː ts iː r t	injizieren	injiziert	⋊ ɪ n j iː ts iː r ə n ⋉	⋊ ɪ n j iː ts iː r t ⋉
58377	79497	f ɛ s t b ai̯ s ə n	f ɛ s t g ə b ɪ s ə n	festbeissen	festgebissen	⋊ f ɛ s t b a i s ə n ⋉	⋊ f ɛ s t g ə b ɪ s ə n ⋉
58403	79530	r a f ə l n	g ə r a f ə l t	raffeln	geraffelt	⋊ r a f ə l n ⋉	⋊ r a f ə l t ⋉
58411	79542	d iː m ɛ n z iː oː n iː r ə n	d iː m ɛ n z iː oː n iː r t	dimensionieren	dimensioniert	⋊ d iː m ɛ n z iː oː n iː r ə n ⋉	⋊ d iː m ɛ n z iː oː n iː r t ⋉
58453	79590	b ə ʃ p ai̯ ə n	b ə ʃ p iː n	bespeien	bespien	⋊ b ə ʃ p a i ə n ⋉	⋊ b ə ʃ p iː n ⋉
58471	79610	ɛ n t v a k s ə n	ɛ n t v a k s ə n	entwachsen	entwachsen	⋊ ɛ n t v a k s ə n ⋉	⋊ ɛ n t v a k s ə n ⋉
58502	79655	au̯ s ts ai̯ x n ə n	au̯ s g ə ts ai̯ x n ə t	auszeichnen	ausgezeichnet	⋊ a u s ts a i x n ə n ⋉	⋊ a u s g ə ts a i x n ə t ⋉
58522	79682	ʃ t a f ə l n	g ə ʃ t a f ə l t	staffeln	gestaffelt	⋊ ʃ t a f ə l n ⋉	⋊ ʃ t a f ə l t ⋉
58540	79712	au̯ f ʃ p iː s ə n	au̯ f g ə ʃ p iː s t	aufspiessen	aufgespiesst	⋊ a u f ʃ p iː s ə n ⋉	⋊ a u f g ə ʃ p iː s t ⋉
58561	79740	ʊ n t ə r ʃ t r ai̯ x ə n	ʊ n t ə r ʃ t r ɪ x ə n	unterstreichen	unterstrichen	⋊ ʊ n t ə r ʃ t r a i x ə n ⋉	⋊ ʊ n t ə r ʃ t r ɪ x ə n ⋉
58563	79745	ɛ n t v øː n ə n	ɛ n t v øː n t	entwöhnen	entwöhnt	⋊ ɛ n t v øː n ə n ⋉	⋊ ɛ n t v øː n t ⋉
58606	79804	ʃ v øː r ə n	g ə ʃ v oː r ə n	schwören	geschworen	⋊ ʃ v øː r ə n ⋉	⋊ ʃ v oː r ə n ⋉
58620	79824	b iː g ə n	g ə b oː g ə n	biegen	gebogen	⋊ b iː g ə n ⋉	⋊ b oː g ə n ⋉
58643	79859	ʊ m v œ l k ə n	ʊ m v œ l k t	umwölken	umwölkt	⋊ ʊ m v œ l k ə n ⋉	⋊ ʊ m v œ l k t ⋉
58644	79862	a d iː ts iː r ə n	a d iː ts iː r t	addizieren	addiziert	⋊ a d iː ts iː r ə n ⋉	⋊ a d iː ts iː r t ⋉
58666	79894	f oː r g r ai̯ f ə n	f oː r g ə g r ɪ f ə n	vorgreifen	vorgegriffen	⋊ f oː r g r a i f ə n ⋉	⋊ f oː r g ə g r ɪ f ə n ⋉
58677	79912	n a r k oː t iː z iː r ə n	n a r k oː t iː z iː r t	narkotisieren	narkotisiert	⋊ n a r k oː t iː z iː r ə n ⋉	⋊ n a r k oː t iː z iː r t ⋉
58771	80038	ts eː l eː b r iː r ə n	ts eː l eː b r iː r t	zelebrieren	zelebriert	⋊ ts eː l eː b r iː r ə n ⋉	⋊ ts eː l eː b r iː r t ⋉
58793	80072	aː n d ə n	g ə aː n d ə t	ahnden	geahndet	⋊ aː n d ə n ⋉	⋊ aː n d ə t ⋉
58802	80085	d ʊ r ç v a x ə n	d ʊ r ç g ə v a x t	durchwachen	durchgewacht	⋊ d ʊ r ç v a x ə n ⋉	⋊ d ʊ r ç g ə v a x t ⋉
58813	80101	a ŋ ə l n	g ə a ŋ ə l t	angeln	geangelt	⋊ a ŋ ə l n ⋉	⋊ a ŋ ə l t ⋉
58892	80212	ts uː z a m ə n ts ɛː l ə n	ts uː z a m ə n g ə ts ɛː l t	zusammenzaehlen	zusammengezaehlt	⋊ ts uː z a m ə n ts ɛː l ə n ⋉	⋊ ts uː z a m ə n g ə ts ɛː l t ⋉
58901	80225	v ɛ k f l iː g ə n	v ɛ k g ə f l oː g ə n	wegfliegen	weggeflogen	⋊ v ɛ k f l iː g ə n ⋉	⋊ v ɛ k g ə f l oː g ə n ⋉
58910	80238	k l œ p ə l n	g ə k l œ p ə l t	klöppeln	geklöppelt	⋊ k l œ p ə l n ⋉	⋊ k l œ p ə l t ⋉
58921	80252	ɛ g ə n	g ə ɛ k t	eggen	geeggt	⋊ ɛ g ə n ⋉	⋊ ɛ k t ⋉
58947	80285	z ɔ n d ə r n	g ə z ɔ n d ə r t	sondern	gesondert	⋊ z ɔ n d ə r n ⋉	⋊ z ɔ n d ə r t ⋉
59018	80382	b ə g yː t ɪ g ə n	b ə g yː t ɪ ç t	begütigen	begütigt	⋊ b ə g yː t ɪ g ə n ⋉	⋊ b ə g yː t ɪ ç t ⋉
59020	80385	k n au̯ z ə r n	g ə k n au̯ z ə r t	knausern	geknausert	⋊ k n a u z ə r n ⋉	⋊ k n a u z ə r t ⋉
59021	80386	h ɛ ŋ ə n	g ə h ɛ ŋ t	hängen	gehängt	⋊ h ɛ ŋ ə n ⋉	⋊ h ɛ ŋ t ⋉
59026	80392	a p f ɛ r t ɪ g ə n	a p g ə f ɛ r t ɪ ç t	abfertigen	abgefertigt	⋊ a p f ɛ r t ɪ g ə n ⋉	⋊ a p g ə f ɛ r t ɪ ç t ⋉
59046	80416	h ʊ pf ə n	g ə h ʊ pf t	hupfen	gehupft	⋊ h ʊ pf ə n ⋉	⋊ h ʊ pf t ⋉
59084	80478	f ɛ r ai̯ n f a x ə n	f ɛ r ai̯ n f a x t	vereinfachen	vereinfacht	⋊ f ɛ r a i n f a x ə n ⋉	⋊ f ɛ r a i n f a x t ⋉
59090	80488	eː m a l j iː r ə n	eː m a l j iː r t	emaillieren	emailliert	⋊ eː m a l j iː r ə n ⋉	⋊ eː m a l j iː r t ⋉
59104	80507	r a s t ə r n	g ə r a s t ə r t	rastern	gerastert	⋊ r a s t ə r n ⋉	⋊ r a s t ə r t ⋉
59142	80560	ai̯ x ə n	g ə ai̯ x t	eichen	geeicht	⋊ a i x ə n ⋉	⋊ a i x t ⋉
59156	80575	f ɛ r m a s ə l n	f ɛ r m a s ə l t	vermasseln	vermasselt	⋊ f ɛ r m a s ə l n ⋉	⋊ f ɛ r m a s ə l t ⋉
59178	80601	b ai̯ ʃ l aː f ə n	b ai̯ g ə ʃ l aː f ə n	beischlafen	beigeschlafen	⋊ b a i ʃ l aː f ə n ⋉	⋊ b a i g ə ʃ l aː f ə n ⋉
59181	80604	f ɛ r ʃ l ai̯ ə r n	f ɛ r ʃ l ai̯ ə r t	verschleiern	verschleiert	⋊ f ɛ r ʃ l a i ə r n ⋉	⋊ f ɛ r ʃ l a i ə r t ⋉
59183	80608	ts ɛ r r ai̯ s ə n	ts ɛ r r ɪ s ə n	zerreissen	zerrissen	⋊ ts ɛ r r a i s ə n ⋉	⋊ ts ɛ r r ɪ s ə n ⋉
59205	80639	a n m aː l ə n	a n g ə m aː l t	anmalen	angemalt	⋊ a n m aː l ə n ⋉	⋊ a n g ə m aː l t ⋉
59265	80714	t ai̯ l ə n	g ə t ai̯ l t	teilen	geteilt	⋊ t a i l ə n ⋉	⋊ t a i l t ⋉
59283	80743	k l aː r l eː g ə n	k l aː r g ə l eː k t	klarlegen	klargelegt	⋊ k l aː r l eː g ə n ⋉	⋊ k l aː r g ə l eː k t ⋉
59314	80789	a p f r ɔ t iː r ə n	a p f r ɔ t iː r t	abfrottieren	abfrottiert	⋊ a p f r ɔ t iː r ə n ⋉	⋊ a p f r ɔ t iː r t ⋉
59344	80828	b ə l ʏ f t ə n	b ə l ʏ f t ə t	belüften	belüftet	⋊ b ə l ʏ f t ə n ⋉	⋊ b ə l ʏ f t ə t ⋉
59345	80830	b oː n ə n	g ə b oː n t	bohnen	gebohnt	⋊ b oː n ə n ⋉	⋊ b oː n t ⋉
59373	80867	b ə v ʊ n d ə r n	b ə v ʊ n d ə r t	bewundern	bewundert	⋊ b ə v ʊ n d ə r n ⋉	⋊ b ə v ʊ n d ə r t ⋉
59377	80874	l øː t ə n	g ə l øː t ə t	löten	gelötet	⋊ l øː t ə n ⋉	⋊ l øː t ə t ⋉
59440	80961	a n h ɛ ŋ ə n	a n g ə h a ŋ ə n	anhängen	angehangen	⋊ a n h ɛ ŋ ə n ⋉	⋊ a n g ə h a ŋ ə n ⋉
59478	81014	f ɛ r d ʊ m pf ə n	f ɛ r d ʊ m pf t	verdumpfen	verdumpft	⋊ f ɛ r d ʊ m pf ə n ⋉	⋊ f ɛ r d ʊ m pf t ⋉
59499	81044	v ɪ p ə r n	g ə v ɪ p ə r t	wippern	gewippert	⋊ v ɪ p ə r n ⋉	⋊ v ɪ p ə r t ⋉
59531	81086	ʃ t ɪ f t ə n	g ə ʃ t ɪ f t ə t	stiften	gestiftet	⋊ ʃ t ɪ f t ə n ⋉	⋊ ʃ t ɪ f t ə t ⋉
59556	81121	h ɛ r f oː r t uː n	h ɛ r f oː r g ə t aː n	hervortun	hervorgetan	⋊ h ɛ r f oː r t uː n ⋉	⋊ h ɛ r f oː r g ə t aː n ⋉
59561	81128	ʃ v ɪ ŋ ə n	g ə ʃ v ʊ ŋ ə n	schwingen	geschwungen	⋊ ʃ v ɪ ŋ ə n ⋉	⋊ ʃ v ʊ ŋ ə n ⋉
59580	81155	ts uː z a m ə n ʃ l aː g ə n	ts uː z a m ə n g ə ʃ l aː g ə n	zusammenschlagen	zusammengeschlagen	⋊ ts uː z a m ə n ʃ l aː g ə n ⋉	⋊ ts uː z a m ə n g ə ʃ l aː g ə n ⋉
59582	81160	f ʊ ʃ ə n	g ə f ʊ ʃ t	fuschen	gefuscht	⋊ f ʊ ʃ ə n ⋉	⋊ f ʊ ʃ t ⋉
59585	81165	f ɛ r ʃ øː n ə r n	f ɛ r ʃ øː n ə r t	verschönern	verschönert	⋊ f ɛ r ʃ øː n ə r n ⋉	⋊ f ɛ r ʃ øː n ə r t ⋉
59605	81190	oː r f ai̯ g ə n	g ə oː r f ai̯ k t	ohrfeigen	geohrfeigt	⋊ oː r f a i g ə n ⋉	⋊ oː r f a i k t ⋉
59610	81197	a n ts v ɪ tʃ ə r n	a n g ə ts v ɪ tʃ ə r t	anzwitschern	angezwitschert	⋊ a n ts v ɪ tʃ ə r n ⋉	⋊ a n g ə ts v ɪ tʃ ə r t ⋉
59659	81261	ʃ t a g n iː r ə n	ʃ t a g n iː r t	stagnieren	stagniert	⋊ ʃ t a g n iː r ə n ⋉	⋊ ʃ t a g n iː r t ⋉
59675	81287	l oː s k r iː g ə n	l oː s g ə k r iː k t	loskriegen	losgekriegt	⋊ l oː s k r iː g ə n ⋉	⋊ l oː s g ə k r iː k t ⋉
59683	81298	au̯ s r ai̯ b ə n	au̯ s g ə r iː b ə n	ausreiben	ausgerieben	⋊ a u s r a i b ə n ⋉	⋊ a u s g ə r iː b ə n ⋉
59691	81308	ɪ m p l eː m ɛ n t iː r ə n	ɪ m p l eː m ɛ n t iː r t	implementieren	implementiert	⋊ ɪ m p l eː m ɛ n t iː r ə n ⋉	⋊ ɪ m p l eː m ɛ n t iː r t ⋉
59708	81327	f l a n iː r ə n	f l a n iː r t	flanieren	flaniert	⋊ f l a n iː r ə n ⋉	⋊ f l a n iː r t ⋉
59721	81347	au̯ f b ʏ r d ə n	au̯ f g ə b ʏ r d ə t	aufbürden	aufgebürdet	⋊ a u f b ʏ r d ə n ⋉	⋊ a u f g ə b ʏ r d ə t ⋉
59727	81356	k v a n t iː t iː r ə n	k v a n t iː t iː r t	quantitieren	quantitiert	⋊ k v a n t iː t iː r ə n ⋉	⋊ k v a n t iː t iː r t ⋉
59779	81431	au̯ f ʃ p ɛ r ə n	au̯ f g ə ʃ p ɛ r t	aufsperren	aufgesperrt	⋊ a u f ʃ p ɛ r ə n ⋉	⋊ a u f g ə ʃ p ɛ r t ⋉
59783	81435	b ə ʃ r ɪ f t ə n	b ə ʃ r ɪ f t ə t	beschriften	beschriftet	⋊ b ə ʃ r ɪ f t ə n ⋉	⋊ b ə ʃ r ɪ f t ə t ⋉
59799	81466	k r a ŋ k ə n	g ə k r a ŋ k t	kranken	gekrankt	⋊ k r a ŋ k ə n ⋉	⋊ k r a ŋ k t ⋉
59846	81525	r ʏ k d a t iː r ə n	r ʏ k d a t iː r t	rückdatieren	rückdatiert	⋊ r ʏ k d a t iː r ə n ⋉	⋊ r ʏ k d a t iː r t ⋉
59891	81584	m oi̯ x ə l n	g ə m oi̯ x ə l t	meucheln	gemeuchelt	⋊ m o i x ə l n ⋉	⋊ m o i x ə l t ⋉
59981	81711	t ʏ f t ə l n	g ə t ʏ f t ə l t	tüfteln	getüftelt	⋊ t ʏ f t ə l n ⋉	⋊ t ʏ f t ə l t ⋉
59985	81716	p ʊ n ts ə n	g ə p ʊ n ts t	punzen	gepunzt	⋊ p ʊ n ts ə n ⋉	⋊ p ʊ n ts t ⋉
59993	81728	f r ɔ t iː r ə n	f r ɔ t iː r t	frottieren	frottiert	⋊ f r ɔ t iː r ə n ⋉	⋊ f r ɔ t iː r t ⋉
60042	81803	b ai̯ t r aː g ə n	b ai̯ g ə t r aː g ə n	beitragen	beigetragen	⋊ b a i t r aː g ə n ⋉	⋊ b a i g ə t r aː g ə n ⋉
60063	81832	ʊ m ʃ t ʏ l p ə n	ʊ m ʃ t ʏ l p t	umstülpen	umstülpt	⋊ ʊ m ʃ t ʏ l p ə n ⋉	⋊ ʊ m ʃ t ʏ l p t ⋉
60070	81840	a p l ai̯ s t ə n	a p g ə l ai̯ s t ə t	ableisten	abgeleistet	⋊ a p l a i s t ə n ⋉	⋊ a p g ə l a i s t ə t ⋉
60181	81984	v iː k aː r iː r ə n	v iː k aː r iː r t	vikarieren	vikariert	⋊ v iː k aː r iː r ə n ⋉	⋊ v iː k aː r iː r t ⋉
